id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
11,道路,2014,国土交通大臣が道路管理者である一般国道（指定区間）で整備すべき道路橋に関する法令台帳等で、必要のないものをa～dのなかから選びなさい。,道路台帳（橋調書）,橋梁台帳,材料調書,橋梁管理カルテ,c,材料調書は道路橋の法令台帳には含まれない。,道路法,標準
12,道路,2014,土木工事積算基準を適用する道路工事等の岩掘削で掘削法選定に関する記述として、誤っているものをa～dのなかから選びなさい。,軟岩のオープンカット（切取り幅5m以上延長20m以上）で岩掘削量が500m3以上であるので、リッパ掘削32t級とした。,硬岩のオープンカット（切取り幅5m以上延長20m以上）で火薬使用が不可能であるので、大型ブレーカ掘削とした。,硬岩でオープンカット（切取り幅5m以上延長20m以上）でなく火薬使用が不可能であるので片切掘削（人力併用機械掘削）とした。,硬岩のオープンカット（切取り幅5m以上延長20m以上）で火薬使用が可能であるので、片切掘削（火薬併用機械掘削）とした。,d,硬岩のオープンカットで火薬使用可能な場合は、発破掘削を選定するのが適切。,土木工事積算基準,標準
13,道路,2014,道路の幅員構成要素に関する記述として、誤っているものをa～dのなかから選びなさい。,車道は、車両の通行の用に供する道路の部分をいう。,路肩は、車道に接続して設けられ、車道の効用を保持し、又は歩行者の通行の用に供する道路の部分をいう。,歩道は、専ら歩行者の通行の用に供するために、縁石線又はさくその他これに類する工作物により区画して設けられる道路の部分をいう。,植樹帯は、交通の安全と円滑を図り、又は道路の環境を向上させるために設けられる帯状の道路の部分をいう。,b,路肩は歩行者の通行の用に供するものではない。,道路構造令,標準
14,道路,2014,道路の設計速度に関する記述として、誤っているものをa～dのなかから選びなさい。,設計速度は、道路を設計する際に用いる自動車の速度で、道路の幾何構造の決定の基礎となるものである。,設計速度は、その道路を利用する自動車の実際の走行速度を表すものである。,設計速度は、道路の区分、地形、当該道路の存する地域の状況等を勘案して定める。,第1種道路の設計速度は、自動車専用道路としての機能を発揮するため、他の種別の道路より高く設定されている。,b,設計速度は実際の走行速度ではなく、設計上の基準速度である。,道路構造令,標準
15,道路,2014,道路の線形設計に関する記述として、誤っているものをa～dのなかから選びなさい。,平面線形は、直線、円曲線、緩和曲線により構成される。,縦断線形は、縦断勾配と縦断曲線により構成される。,緩和曲線は、直線と円曲線、又は異なる半径の円曲線を滑らかに接続するために設ける曲線である。,縦断曲線は、異なる縦断勾配を急激に変化させるために設ける曲線である。,d,縦断曲線は異なる勾配を滑らかに接続するための曲線である。,道路構造令,標準
16,道路,2014,道路の交差点設計に関する記述として、誤っているものをa～dのなかから選びなさい。,交差点では、交通の安全と円滑を図るため、適切な平面交差又は立体交差とする。,平面交差する道路の数は、交通の安全と円滑を図るため、できる限り少なくすることが望ましい。,交差点における右折車線の設置は、右折交通量に関係なく必ず設置する。,交差点の設計では、歩行者や自転車の動線も十分考慮する必要がある。,c,右折車線は右折交通量等を考慮して必要に応じて設置する。,道路構造令,標準
17,道路,2014,道路の舗装設計に関する記述として、誤っているものをa～dのなかから選びなさい。,舗装の構造は、その道路の存する地域の気象状況、交通状況等を勘案して定める。,アスファルト舗装は、一般的にアスファルト混合物層と路盤で構成される。,コンクリート舗装は、セメントコンクリート版と路盤で構成される。,舗装の設計期間は、すべての道路で一律に20年とする。,d,舗装の設計期間は道路の種別や重要度により異なる。,舗装設計施工指針,標準
18,道路,2014,道路の排水施設に関する記述として、誤っているものをa～dのなかから選びなさい。,道路には、道路の効用を保持するため適当な排水施設を設ける。,路面排水は、縦断勾配と横断勾配により集水桝や側溝に導く。,山地部の道路では、地下水や湧水に対する対策も重要である。,都市部の道路では、排水能力は降雨強度に関係なく一定とする。,d,都市部でも設計降雨強度に応じた排水能力の設定が必要。,道路土工排水工指針,標準
19,道路,2014,道路の安全施設に関する記述として、誤っているものをa～dのなかから選びなさい。,ガードレールは、車両の路外逸脱を防止し、乗員の安全を確保する施設である。,中央分離帯は、対向車線への飛び出しを防止する機能を有する。,道路照明は、夜間における交通の安全と円滑を図るために設置する。,道路標識は、道路管理者の判断により任意に設置できる。,d,道路標識は道路標識令等に基づき適切に設置する必要がある。,道路構造令,標準
20,道路,2014,道路の維持管理に関する記述として、誤っているものをa～dのなかから選びなさい。,道路の維持管理は、道路の機能を保持し、交通の安全と円滑を確保するために行う。,定期的な道路パトロールにより、道路の状況を把握することが重要である。,舗装の補修は、破損の程度に関係なく全面的な舗装の打ち替えを行う。,道路附属物の点検も維持管理の重要な要素である。,c,舗装補修は破損程度に応じて適切な工法を選定する。,道路維持修繕要綱,標準
1,土質及び基礎,2014,道路土工 擁壁工指針の維持管理に関する記述として、適切でないものをa～dのなかから選びなさい。,斜面上や軟弱地盤上の擁壁は変状が生じやすいので、周辺の状況等と合わせ十分注意する。,補強土壁は、壁面に軽微な倒れやはらみ出しが観測された場合でも、その構造特性から直ちに補修・補強対策を講じる必要がある。,擁壁基礎に洗掘が発生しているか否かは、重要な点検項目の一つである。,擁壁には裏込め排水工が施工されているが、壁面から直接点検ができないので、水抜き孔や目地等からの漏水に十分注意することで、機能が担保されていることを確認する。,b,補強土壁は構造特性上、軽微な変状では直ちに補修の必要はない。,道路土工擁壁工指針,標準
2,土質及び基礎,2014,道路橋示方書・同解説IV下部構造編の地下水調査項目として、間隙水圧測定に適用される調査方法をa～dのなかから選びなさい。,間隙水圧：間隙水圧計による測定、濁度：濁度計による測定,間隙水圧：間隙水圧計による測定、比抵抗：電気探査による測定,動水勾配：水位測定による算定、濁度：濁度計による測定,動水勾配：水位測定による算定、比抵抗：電気探査による測定,b,間隙水圧は間隙水圧計、比抵抗は電気探査により測定する。,道路橋示方書,標準
3,土質及び基礎,2014,道路土工 仮設構造物工指針において規定されている切ばりの座屈長の取り方として、誤っているものをa～dのなかから選びなさい。,中間杭と中間杭の強軸方向（鉛直方向）では1.0×Lとする,中間杭と中間杭の弱軸方向（水平方向）では1.5×Lとし、中間杭と切ばりの交点には直交切ばりまたは水平継材が存在する,腹起しと直交切ばりの弱軸方向（水平方向）では1.5×Lとする,直交切ばりと火打ちの弱軸方向（水平方向）では1.5×Lとする,a,強軸方向（鉛直方向）の座屈長は1.0×Lではなく、より小さい値が標準。,道路土工仮設構造物工指針,やや難
4,土質及び基礎,2014,道路橋示方書・同解説IV下部構造編における地盤反力係数および変形係数に関する記述として、誤っているものをa～dのなかから選びなさい。,地盤の変形係数は、基礎からの荷重によって地盤内に生じるひずみの大きさや地盤内の圧力、また、載荷時間に依存する物性値である。,鉛直方向地盤反力係数は、一軸圧縮試験により求めた変形係数から推定することができる。,変位量が大きくなるほど地盤反力係数は大きくなる。,N値が5未満である場合には、N値から変形係数や地盤反力係数を推定することは適切ではない。,c,変位量が大きくなるほど地盤反力係数は小さくなる。,道路橋示方書,標準
5,土質及び基礎,2014,道路橋示方書・同解説IV下部構造編の偏荷重を受ける基礎に対する側方移動の判定式として、空欄に当てはまるものをa～dのなかから選びなさい。,軟弱層の粘着力の平均値,軟弱層の変形係数の平均値,軟弱層の厚さ,基礎の根入れ長,c,側方移動判定では軟弱層の厚さが重要なパラメータとなる。,道路橋示方書,標準
6,土質及び基礎,2014,道路橋示方書・同解説V耐震設計編の液状化に対する抵抗率の算定式として、空欄に当てはまるものをa～dのなかから選びなさい。,A：動的せん断強度比 B：地震時せん断応力比,A：地震時せん断応力比 B：動的せん断強度比,A：地震時せん断応力比 B：くり返し三軸強度比,A：くり返し三軸強度比 B：動的せん断強度比,b,液状化抵抗率FL=地震時せん断応力比/動的せん断強度比,道路橋示方書,標準
7,土質及び基礎,2014,道路橋示方書・同解説V耐震設計編における耐震設計上ごく軟弱な土層に関する記述で、空欄に当てはまる値として、正しいものをa～dのなかから選びなさい。,ア：3 イ：20,ア：5 イ：20,ア：5 イ：25,ア：10 イ：25,b,地表面から5m以内の深さで一軸圧縮強度が20kN/m2以下の土層。,道路橋示方書,標準
8,土質及び基礎,2014,液状化対策工法とその効果の組合せとして、正しいものをa～dのなかから選びなさい。,バイブロフローテーション工法・・・飽和度の低下,深層混合処理工法・・・密度の増大,石灰パイル工法・・・粒度の改良,地下水位低下工法・・・有効応力の増大,d,地下水位低下により有効応力が増大し液状化抵抗が向上する。,道路橋示方書,標準
9,土質及び基礎,2014,土質調査におけるN値と地盤の性質に関する記述として、誤っているものをa～dのなかから選びなさい。,N値は標準貫入試験により求められる値で、地盤の強度・変形特性の目安となる。,砂質土では、N値が大きいほど内部摩擦角が大きくなる傾向がある。,粘性土では、N値から一軸圧縮強度を推定することができる。,N値は地盤の透水係数と直接的な相関関係がある。,d,N値と透水係数には直接的な相関関係はない。,地盤調査の方法と解説,標準
10,土質及び基礎,2014,軟弱地盤対策工法に関する記述として、誤っているものをa～dのなかから選びなさい。,プレロード工法は、盛土荷重により軟弱地盤を圧密沈下させる工法である。,バーチカルドレーン工法は、圧密の促進を図る工法である。,深層混合処理工法は、軟弱土とセメント系固化材を混合攪拌する工法である。,置換工法は、軟弱土を良質土に置き換えることなく地盤改良する工法である。,d,置換工法は軟弱土を良質土に置き換える工法である。,軟弱地盤対策工法,標準
11,土質及び基礎,2014,盛土の締固めに関する記述として、誤っているものをa～dのなかから選びなさい。,締固めは、土の密度を増加させ、強度を向上させることを目的とする。,締固め度は、現場密度と室内試験による最大乾燥密度の比で表される。,一層の仕上がり厚は、使用する締固め機械に応じて適切に設定する。,締固めエネルギーが大きいほど、含水比に関係なく締固め効果は向上する。,d,締固め効果は最適含水比付近で最大となり、含水比の影響を受ける。,道路土工施工指針,標準
12,土質及び基礎,2014,土の圧密に関する記述として、誤っているものをa～dのなかから選びなさい。,圧密とは、飽和粘性土に荷重が作用したとき、間隙水が徐々に排出されて体積が減少する現象である。,圧密係数が大きいほど、圧密沈下の進行は早い。,圧密指数が大きいほど、最終沈下量は大きくなる。,圧密沈下は荷重載荷と同時に完了する。,d,圧密沈下は時間をかけて徐々に進行する現象である。,土質力学,標準
13,土質及び基礎,2014,基礎の支持力に関する記述として、誤っているものをa～dのなかから選びなさい。,極限支持力は、基礎地盤が破壊するときの最大荷重強度である。,許容支持力は、極限支持力を安全率で除した値である。,基礎の形状、寸法は支持力に影響を与える。,基礎の根入れ深さは支持力に影響を与えない。,d,基礎の根入れ深さは支持力に大きく影響する。,道路橋示方書,標準
14,土質及び基礎,2014,杭基礎の設計に関する記述として、誤っているものをa～dのなかから選びなさい。,杭の支持力は、先端支持力と周面摩擦力の和として求める。,群杭効果により、杭1本当たりの支持力が低下することがある。,杭の負の摩擦力は、杭に下向きの力として作用する。,杭基礎では水平力を考慮する必要はない。,d,杭基礎でも地震時等の水平力を適切に考慮する必要がある。,道路橋示方書,標準
15,土質及び基礎,2014,土圧に関する記述として、誤っているものをa～dのなかから選びなさい。,静止土圧は、擁壁が全く変位しない状態での土圧である。,主働土圧は、擁壁が土塊側に倒れるときに作用する最小の土圧である。,受働土圧は、擁壁が土塊を押すときに作用する最大の土圧である。,土圧の大きさは、主働土圧＞静止土圧＞受働土圧の順である。,d,土圧の大きさは、受働土圧＞静止土圧＞主働土圧の順である。,土質力学,標準
16,土質及び基礎,2014,斜面安定に関する記述として、誤っているものをa～dのなかから選びなさい。,斜面の安定性は、すべり抵抗力とすべり力の比で評価される。,安全率が1.0より大きければ斜面は安定している。,地下水位の上昇は、斜面の安定性を低下させる。,斜面勾配が緩いほど、斜面は不安定になる。,d,斜面勾配が緩いほど、斜面は安定する。,斜面安定解析,標準
17,土質及び基礎,2014,土の透水性に関する記述として、誤っているものをa～dのなかから選びなさい。,透水係数は、土の透水性を表す指標である。,粒径が大きいほど、透水係数は大きくなる傾向がある。,間隙比が大きいほど、透水係数は大きくなる傾向がある。,粘性土の透水係数は砂質土より大きい。,d,粘性土の透水係数は砂質土より小さい。,土質力学,標準
18,土質及び基礎,2014,地盤改良工法の選定に関する記述として、誤っているものをa～dのなかから選びなさい。,地盤改良工法の選定は、軟弱地盤の性状、改良目的、施工条件等を総合的に判断して行う。,浅層改良は、比較的浅い軟弱層に対して適用される。,深層改良は、深い軟弱層や軟弱層厚が大きい場合に適用される。,地盤改良工法は、すべての軟弱地盤に対して同一の工法を適用する。,d,地盤改良工法は地盤条件に応じて最適な工法を選定する。,軟弱地盤対策工法,標準
19,土質及び基礎,2014,土の動的性質に関する記述として、誤っているものをa～dのなかから選びなさい。,地震時には、土の動的変形特性を考慮する必要がある。,せん断波速度は、土の動的変形特性を表す重要な指標である。,動的変形係数は、静的変形係数より大きくなる。,液状化は、飽和砂質土地盤で発生する可能性がある。,c,動的変形係数は、一般的に静的変形係数より小さくなる。,地盤の動的解析,標準
20,土質及び基礎,2014,土質試験に関する記述として、誤っているものをa～dのなかから選びなさい。,粒度試験は、土の粒径分布を求める試験である。,液性限界・塑性限界試験は、細粒土の物理的性質を調べる試験である。,一軸圧縮試験は、粘性土の強度特性を調べる試験である。,透水試験は、すべての土質に対して同一の方法で実施する。,d,透水試験は土質に応じて適切な方法を選定する必要がある。,地盤材料試験の方法と解説,標準
1,河川・砂防及び海岸・海洋,2014,河川砂防技術基準（案）同解説の盛土による堤防の材料の選定に関する記述として、適切でないものをa～dのなかから選びなさい。,原則として近隣において得られる土の中から適当なものを選定する。,堤体材料として浸潤、乾燥等の環境変化に対して安定していることが望ましい。,施工時に締固めが容易である材料が良い。,浸透しにくい粒径の小さい材料を最優先に選定する。,d,堤防材料は透水性と強度のバランスが重要で、粒径の小さい材料を最優先にするのは適切ではない。,河川砂防技術基準,標準
2,河川・砂防及び海岸・海洋,2014,河川環境経済調査の便益の算定に関する記述として、誤っているものをa～dのなかから選びなさい。,環境便益の推定方法には、直接的手法と間接的手法の両手法を用いる。,環境整備による便益を全て正確に計測することは現状では不可能である。,便益の計測は、計測対象とする便益の特定化、手法の選定、便益の計測、妥当性の検証というステップで行う。,仮想市場評価法は、アンケートによって価格を直接的に質問するため、適切な手順・アンケート内容にしなければバイアスが発生する。,a,環境便益の推定には直接的手法または間接的手法のいずれかを選択して用いる。,河川事業の費用便益分析マニュアル,標準
3,河川・砂防及び海岸・海洋,2014,計画高水流量の決定に関する記述として、誤っているものをa～dのなかから選びなさい。,ダム、調節池、遊水池といった洪水調節施設の設置の可能性を考慮すること,河川の重要度を重視するとともに、既往洪水による被害の実態を総合的に考慮すること,河道は、現河道改修、捷水路、放水路、派川への分流等についての技術的、経済的、社会的及び環境保全の見地から検討すること,著しく市街化の予想される区域については、将来における計画高水流量の増大に対する見通しの対応方針を考慮すること,d,市街化により計画高水流量が減少するため、増大ではなく減少に対する対応を考慮する。,河川砂防技術基準,標準
4,河川・砂防及び海岸・海洋,2014,土堤の浸透に対する堤防強化方法の記述として、誤っているものをa～dのなかから選びなさい。,堤体の川裏のり尻を透水性の大きい材料で置き換えることにより、堤体内浸潤面の上昇を抑え、堤体のせん断抵抗力の低下を抑制する。,堤防断面を拡大することにより浸透路長の延長を図り、平均動水勾配を減じて堤体の安全性を増加させる。,表のり面を難透水性材料で被覆する工法は、礫質土や砂質土の堤体で効果が期待される。,川表のり尻に遮水壁を設置することにより、基礎地盤の浸透水量を半減させるためには、止水壁を透水層厚の50％程度まで貫入させる必要がある。,a,川裏のり尻は難透水性材料で置き換えるのが適切。透水性の大きい材料では浸透に対する効果が期待できない。,河川砂防技術基準,標準
5,河川・砂防及び海岸・海洋,2014,河川堤防の記述として、誤っているものをa～dのなかから選びなさい。,一般に、河川の流水が河川外に流出することを防止するために設けられるものであり、越流堤、囲繞堤、背割堤、導流堤も含めて同一の構造基準が定められている。,堤防高と堤内地盤高との差が0.6m未満の堤防については、特別な取り扱いとなり、天端幅や盛土による堤防の法面勾配等の特別の定めがある。,計画高水位あるいは計画高潮位以下の水位の流水の通常の作用に対し、安全な構造とする。,高規格堤防の基礎地盤は、予想される荷重によってすべり破壊、浸透破壊または液状化破壊が生じないものとする。,a,各種堤防は目的が異なるため、同一の構造基準ではなく、それぞれに適した構造基準が定められている。,河川砂防技術基準,標準
6,河川・砂防及び海岸・海洋,2014,河川護岸における被災の事例に関する記述として、誤っているものをa～dのなかから選びなさい。,基礎工前面の河床洗掘を契機として被災を受ける事例が最も顕著である。,のり覆工は自重によって流体力に抵抗するが、流体力が卓越して被災を受ける事例がある。,護岸裏面の堤体土が吸い出され護岸全体が破壊に至ることがあるが、これは、吸い出し防止材の機能不足にあることが多い。,洪水が高水敷から低水路部分に落ち込んだり、低水路部分から高水敷に乗り上げたりする現象により、低水護岸の基礎部が被災する事例がある。,d,高水敷から低水路への落ち込みにより被災するのは高水護岸であり、低水護岸ではない。,河川砂防技術基準,標準
7,河川・砂防及び海岸・海洋,2014,堰に関する記述として、誤っているものをa～dのなかから選びなさい。,河川の流水を制御するために、河川を横断して設けられるダム以外の施設であって、堤防の機能を有するものである。,河川の分派部付近に設け、水位を調節または制御して洪水または低水を計画的に分流させるものを分流堰という。,感潮区間に設け、塩水遡上を防止し、流水の正常な機能を維持するために設置される堰を潮止堰という。,基礎地盤から固定部天端までの高さは15m未満である。,a,堰は堤防の機能を有するものではない。河川横断構造物として流水制御を行う。,河川砂防技術基準,標準
8,河川・砂防及び海岸・海洋,2014,排水機場に関する記述として、誤っているものをa～dのなかから選びなさい。,排水機場のポンプ室（ポンプを据え付ける床及びその下部の室に限る）や吸水槽、吐出水槽は、鉄筋コンクリート構造またはこれに準じる構造とする。,排水機場の吐出水槽等振動が堤防に伝わるおそれのある工作物は、堤防ののり尻から5m以上の離隔、あるいは「2Hルール」を適用する。,ポンプの台数は、運転の効率、不測の故障等を考慮して、2台以上の台数分割を行うことが望ましい。,内水の湛水によって運転に支障をきたすことのないように、湛水位に対して余裕をもった高さまでポンプ場自体を水密構造にする、あるいは床面を高くする。,b,排水機場は堤防のり尻から5m以上離隔させるか、2Hルールを適用するのではなく、適切な構造設計により振動対策を行う。,河川砂防技術基準,標準
9,河川・砂防及び海岸・海洋,2014,堤防開削を伴う河川工事において必要となる仮締切に関する記述として、誤っているものをa～dのなかから選びなさい。,出水期間を対象とする場合には、鋼矢板二重式工法を原則とする。,仮締切を土堤とする場合には、法覆工等による十分な補強を施し、川裏に設けるものとするが、流下能力阻害がなく流勢を受けない箇所についてはこの限りではない。,出水期の場合、設計対象水位は計画高水位または計画高潮位とする。,非出水期の場合、仮締切の高さは設計対象水位とし余裕高は加えないことを標準とする。,c,出水期の設計対象水位は計画高水位ではなく、工事期間中に想定される洪水の水位とする。,河川砂防技術基準,標準
10,河川・砂防及び海岸・海洋,2014,河川構造物の維持管理に関する記述として、誤っているものをa～dのなかから選びなさい。,堤防にクラック、わだち、裸地化、湿潤状態の変状が見られた場合は、点検等による当該箇所の状態把握を継続するとともに、必要に応じて原因調査を行う。,護岸は生物環境と河川景観に重要な水際部に設置されることが多いが、維持管理にあたっては、経済性を考慮するものとし、各河川における多自然川づくりの目標は考慮しなくてよい。,護岸背面の空洞化が疑われる場合は、丁寧に目視を行うとともに、必要に応じ打音調査、物理探査等により目に見えない部分の状態の把握に努める。,柔構造樋門は、函軸方向の地盤沈下・変位に追随するように沈下量を大きく許容しているため、継手部の変位量が許容値内にあるかを把握するよう努める。,b,護岸の維持管理では多自然川づくりの目標も重要な考慮事項である。,河川砂防技術基準,標準
11,河川・砂防及び海岸・海洋,2014,土砂生産抑制計画の説明として、適切でないものをa～dのなかから選びなさい。,土砂生産抑制計画は、土砂生産域の荒廃を復旧し、さらに、新規荒廃の発生を防止し、有害な土砂の生産を抑制するための計画である。,土砂生産抑制計画は、土砂生産域の状況、土砂の生産形態、保全対象を考慮し、計画生産抑制土砂量を砂防堰堤、山腹工などに合理的に配分する。,土砂生産抑制計画は、土砂の1次生産源である山地及び2次生産源である河道を対象に策定する。,砂防設備による計画生産抑制土砂量は、砂防設備の規模及び地形・地質・植生の状況並びに地盤の安定状況等により定める。,c,土砂の2次生産源は河道ではなく、崩壊地や渓流である。,砂防基本計画策定指針,標準
12,河川・砂防及び海岸・海洋,2014,山腹工の説明として、適切でないものをa～dのなかから選びなさい。,山腹基礎工は、山腹斜面の安定化や表面流による斜面の侵食防止を目的として、谷止工、のり切工、土留工、山腹排水路工等の構造物を設置する。,山腹緑化工は、施工対象地に植生を導入して緑化を図ることを目的として、山腹階段工、伏工、実播工、植栽工等を設置する。,山腹階段工には、コンクリート擁壁工、コンクリートブロック積工等がある。,山腹排水路工には、水路工、暗渠工がある。,c,山腹階段工はコンクリート構造物ではなく、土工による階段状の造成工である。,砂防基本計画策定指針,標準
13,河川・砂防及び海岸・海洋,2014,砂防基本計画に関する記述として、適切でないものをa～dのなかから選びなさい。,水系砂防計画は水系全体を対象とした総合的な砂防計画であり海岸までを対象とする,土石流による災害を防止・軽減するための土石流対策計画,土砂とともに流出する流木によりもたらされる災害を防止・軽減するための流木対策計画,火山砂防地域において火山活動に起因して発生する災害を防止・軽減するための火山砂防計画,a,水系砂防計画は海岸までを対象とするのではなく、河川合流点までを対象とする。,砂防基本計画策定指針,標準
14,河川・砂防及び海岸・海洋,2014,渓流の土砂移動形態に関する記述として、誤っているものをa～dのなかから選びなさい。,流量や渓床勾配が増加して移動限界を越えると砂礫は移動を始め、滑動、転動、跳躍といった移動状態の土砂を掃流砂という。,掃流砂は一般に1粒径程度の厚さで移動しているが、勾配が急になり1/4程度以上になると、流れの全層にわたって砂礫が移動する土石流になる。,渓床勾配が1/40から1/4程度の場合は、砂礫の移動層の厚さが1粒径以上で水深全体に及ばない土砂流あるいは掃流状集合流動となる。,土砂流では移動層の上面では掃流が見られ、浮遊砂も共存する流れである。,b,土石流になる勾配は1/10程度以上であり、1/4程度ではない。,砂防学概論,標準
