id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
26,土質及び基礎,2010,道路土工盛土工指針の盛土材料の法面勾配標準に関する記述のうち、正しいものを選びなさい。,盛土材料の強度のみで決定する,道路交通荷重の変化のみで決定する,沈下解析結果のみで決定する,盛土材料の強度および浸水の影響で決定する,d,道路土工盛土工指針では、盛土の法面勾配は盛土材料の強度特性および浸水による影響を主要な決定要因とする,道路土工盛土工指針,標準
27,土質及び基礎,2010,軟弱地盤対策工法に関する記述のうち、誤っているものを選びなさい。,軟弱層が厚い場合、排水距離の２乗に比例するため圧密に要する時間は長時間となる,盛土自重軽減置換工法は、施工中にすべり破壊を起こした盛土の復旧対策工法として採用されることがある,補強材は高い引張強度を有し、地盤の変形に追従しないものが望ましい,計画盛土高以上に載荷し、放置期間後に余分な荷重を除去するサーチャージ工法と呼ぶ,c,補強材は地盤の変形に追従するものが望ましい,道路土工軟弱地盤対策工指針,標準
28,土質及び基礎,2010,表層混合処理工法に関する記述のうち、誤っているものを選びなさい。,施工機械には、バックホウタイプとロータリータイプがある,消石灰は水を含むと発熱、発火する場合があるため、取扱いには十分な注意が必要である,安定材の粉末状の散布・混合には、スモーキングに対する十分な配慮が必要である,有機物を多く含む地盤やヘドロに対しては、改良効果が十分期待できない場合がある,b,消石灰は水と反応して発熱するが発火はしない,表層混合処理工法技術マニュアル,標準
29,土質及び基礎,2010,盛土のクラックの深さを推定する下式の空欄A、Bに当てはまるものとして、正しいものを選びなさい。（クラック深さ＝A×B/γ）,A：盛土の変形係数、B：盛土の層厚,A：盛土の変形係数、B：盛土の単位体積重量,A：盛土の粘着力、B：盛土の層厚,A：盛土の粘着力、B：盛土の単位体積重量,d,クラック深さ＝粘着力×2/単位体積重量で求められる,道路土工盛土工指針,標準
30,土質及び基礎,2010,道路土工仮設構造物指針における土留め工の設計に用いる水圧、土圧に関する記述のうち、誤っているものを選びなさい。,土留め設計用土圧は切断面から推定した見かけの土圧である,一般に掘削の進行により、土圧の大きさは再配分される,原則として極限平衡状態を想定した土圧を用いることであるが、小規模な切断面の場合は設計用土圧を準用してよい,切断面設計用土圧は粘性土においては水圧を含んでいる,c,小規模な場合でも設計用土圧ではなく適切な土圧を用いる必要がある,道路土工仮設構造物工指針,標準
31,土質及び基礎,2010,自立式土留め工法の設計に関する記述のうち、誤っているものを選びなさい。,根入れ長の算定方法の一つとして、受働土圧と主働土圧の釣合いによる決定方法がある,根入れ長の算定方法の一つとして、弾性床上の半無限長の梁として決定する方法がある,土留め壁の許容変位量は設置場所によって様々であることから、技術基準では一般的に設定されていない,通常地盤で掘削深さは３m程度より浅い場合に有効な工法である,d,自立式土留め工法は通常５m程度まで適用可能である,道路土工仮設構造物工指針,標準
32,土質及び基礎,2010,道路土工仮設構造物工指針における弾塑性法による土留め壁の必要根入れ長決定に関する記述のうち、正しいものを選びなさい。,１個,２個,３個,４個,c,弾塑性法では３つの条件から根入れ長を決定する,道路土工仮設構造物工指針,標準
33,土質及び基礎,2010,道路橋示方書の地震時土圧に関する記述のうち、正しいものを選びなさい。,残留強度を発現し、発生後上昇と低下を用い、次に主働破壊面の算出において峰値強度を適用し、二次破壊面の算出において残留強度を適用して地震時土圧係数を算定する,初期強度を発現し、発生後上昇と低下を用い、次に主働破壊面の算出において峰値強度を適用し、二次破壊面の算出において残留強度を適用して地震時土圧係数を算定する,峰値強度を発現し、発生後低下を用い、次に主働破壊面の算出において残留強度を適用し、二次破壊面の算出において峰値強度を適用して地震時土圧係数を算定する,見かけ強度を発現し、発生後変化を用い、次に主働破壊面の算出において実質強度を適用し、二次破壊面の算出において残留強度を適用して地震時土圧係数を算定する,a,地震時土圧では残留強度を考慮して算定する,道路橋示方書,標準
34,土質及び基礎,2010,各種擁壁における地震時の作用荷重状態の考え方に関する記述のうち、誤っているものを選びなさい。,コンクリート擁壁は地震時慣性力と地震時土圧を同時に考慮する,アルミニウム補強土壁は地震時慣性力と地震時土圧を同時に考慮する,ジオテキスタイル補強土壁は地震時慣性力と地震時土圧を同時に考慮する,多数アンカー式補強土壁は地震時慣性力と常時主働土圧を作用させる場合と地震時土圧のみを作用させる場合を検討する,d,多数アンカー式補強土壁も地震時慣性力と地震時土圧を同時に考慮する,道路橋示方書,標準
35,土質及び基礎,2010,道路橋示方書における杭に作用する負の周面摩擦力に関する記述のうち、誤っているものを選びなさい。,設計では負の周面摩擦力を必要とする検討は、設計基準強度に応じて基礎を突出杭として設計することがよい,地中連続壁が支持層に達している基礎では、支持層に貫入する場合でも負の周面摩擦力について検討する必要がある,群杭では、負の周面摩擦力は杭群と杭間の土の重量と周面の負の摩擦力の和として考えてよい,負の周面摩擦力については、地震時の検討においても考慮する必要がある,a,負の周面摩擦力の検討では支持杭として設計する,道路橋示方書,標準
36,土質及び基礎,2010,道路橋示方書におけるケーソン基礎の設計に関する記述のうち、誤っているものを選びなさい。,許容支持力の検討においては、偏心、傾斜の影響を考慮しなければならない,ケーソン基礎が支持層に貫入し圧密沈下が生じる恐れがある地盤の場合、負の周面摩擦力について検討する必要がある,設計はケーソン基礎と直接基礎に関わらず、施工法により区分して行う,基礎底面地盤は原則として鉛直荷重のみの鉛直地盤反力で抵抗させる,c,ケーソン基礎の設計は基礎形式により区分するのではなく一体的に行う,道路橋示方書,標準
37,土質及び基礎,2010,直接基礎の支持力に関する組み合わせとして、正しいものを選びなさい。,岩盤の極限支持力は、目詰り・割れ目等による極限支持力推定式では、極限支持力の推定が困難である,道路橋示方書では基礎の過大な沈下を避ける目的で、常時における最大地盤反力度に上限値を設けている,同一底面寸法の基礎において、同一地盤での支持力推定式（静力学公式）でのせん断強度が増加すると支持力係数も増加する,一般に載荷強度が増大すると、同一荷重に対する基礎の沈下量は増大する,c,岩盤の極限支持力と道路橋示方書の規定、支持力推定式の関係が正しい,道路橋示方書,標準
38,土質及び基礎,2010,基礎に作用する鉛直荷重によって生じる地盤中の応力が、基礎幅の３倍の深さに達すると何％程度に減少するとされているか選びなさい。,３～５,10～15,20～30,40～50,c,基礎幅の３倍の深さで応力は20～30％程度に減少する,基礎の設計,標準
39,土質及び基礎,2010,道路橋示方書による砂質土の液状化判定における地震時せん断応力比を求める際に必要となるものとして、正しいものを選びなさい。,繰返し三軸強度比,有効上載圧,N値,細粒分含有率,b,地震時せん断応力比の算定には有効上載圧が必要である,道路橋示方書,標準
40,土質及び基礎,2010,液状化に関連した説明文の空欄に当てはまるものとして、正しいものを選びなさい。（液状化の程度およびその被害程度は土の密度によって大きく異なる。緩い砂では、強度や剛性が小さいまま変形が進行し、甚大な被害に繋がる。これに対し、密な砂では変形がある程度生じると地盤強度が回復するため、相対的にも被害は軽微となる。このような現象を区別して【空欄】と呼ぶ。）,サイクリックモビリティー,リキソトロピー,セメンテーション,ダイレタンシー,a,液状化後の挙動の違いをサイクリックモビリティーと呼ぶ,土の液状化メカニズム,標準
41,上水道及び工業用水道,2010,水道ビジョンについての記述のうち、誤っているものを選びなさい。,厚生労働省は、水道ビジョンの施策目標の達成状況及び各施策・方策の進捗状況について第１回目のレビューを実施し、平成20年度に水道ビジョンを改訂した,水道ビジョンでは、「世界のトップランナーを目指してチャレンジし続ける水道」を基本理念に掲げ、「安全」、「安心」、「持続」、「環境」、「国際」を主要政策課題としている,水道ビジョンの主要政策課題「環境」では、環境・エネルギー対策の強化に係る方策として、単位水量当たり電力使用量を10％削減（平成13年度実績比）、再生可能エネルギー利用事業者の割合100％を目標としている,平成22年４月現在、「地域水道ビジョン作成の手引き」の要件に該当する地域水道ビジョンが策定されている上水道事業数の割合は40％、用水供給事業数の割合は55％である,c,再生可能エネルギー利用事業者の割合100％は実現困難な目標設定である,水道ビジョン,標準
42,上水道及び工業用水道,2010,水道施設の耐震化についての記述のうち、正しいものを選びなさい。,厚生労働省は、水道施設の耐震化をすすめるため（社）日本水道協会などと共同で「水道施設耐震性改善運動」を実施中である,施設の耐震化レベルを明確にするために、平成20年に水道施設の技術的基準を定める省令の一部が改正され、厚生労働省より通知された,改正後の施設基準によると、全ての水道施設はレベル２地震動に対し、生ずる損傷が軽微であって機能に重大な影響を及ぼさない耐震性能が要求される,既存施設についても、平成25年までに新基準に適合させる必要がある,a,水道施設耐震性改善運動が実施されている,水道施設の技術的基準,標準
43,上水道及び工業用水道,2010,水道事業におけるアセットマネジメントについての記述のうち、正しいものを選びなさい。,水道におけるアセットマネジメントとは、水道施設のライフサイクル全体にわたる効率的かつ効果的な水道施設の管理運営方策について計画することである,「マクロマネジメントの実施」では、個別の水道施設ごとに「運転管理・点検調査」などの日常的な維持管理や「施設の診断と評価」を実施する,「ミクロマネジメントの実施」では、水道施設全体の視点から各施設の重要度・優先度を考慮した上で、中長期的な観点から「更新需要見通し」及び「財政収支見通し」について検討する,アセットマネジメントでは、施設の耐用年数や更新財源としての企業債の償還期間を考慮して、少なくとも30～40年程度の中長期の見通しについて検討すべきである,a,アセットマネジメントはライフサイクル全体の管理運営方策である,水道事業におけるアセットマネジメント,標準
44,上水道及び工業用水道,2010,取水堰の施設管理についての記述のうち、誤っているものを選びなさい。,取水堰などの河川内に設けられた施設は、河床の変化に注意する必要がある,ゲート本体などの施設は、定期的に点検・整備するとともに、洪水が予想されるときは、事前点検を特別に行って洪水に対処する,洪水の際に、堰の水位が計画水位以下に保てない状況になったときには、土砂吐きゲート、洪水吐きゲートの順で全開する,ゲートを閉じるときには、ゲートの戸当たり部の堆砂を十分に掃き流して操作する,c,洪水時は洪水吐きゲート、土砂吐きゲートの順で開放する,取水施設設計指針,標準
45,上水道及び工業用水道,2010,導水施設についての記述のうち、正しいものを選びなさい。,導水施設は、取水施設で取水された原水を、浄水施設まで導く施設で、導水管、導水渠、水管橋、ポンプ設備から構成される,導水施設は、重要度に応じて適切な頻度で巡視点検を行うほか、水位、水圧、導水量等を常時監視できる装置や、必要に応じて地震計などを設置し、安全を確保する,始点が低水位で終点が高水位の場合の動水勾配が最も大きく、導水管路は原則としてこの線以下となるよう計画する,導水管の設計流速は自然流下式の場合は、許容最大限度を1.0m/s程度とする,b,導水施設では常時監視装置の設置が重要である,上水道施設設計指針,標準
46,上水道及び工業用水道,2010,浄水処理技術についての記述のうち、誤っているものを選びなさい。,急速ろ過方式は原水中の懸濁物質を薬品によって凝集沈でんさせた後、比較的早い速度で砂層に通水し、ろ材への付着とろ層でのふるい分けにより濁質を除去するものである,緩速ろ過池の浄化機能は、砂層表面20～30cm下層の砂にまで及ぶ微生物の作用によるもので、濁り成分が除去できるだけでなく、臭気物質、アンモニア態窒素、微量のマンガンも除去できる,膜ろ過方式には、懸濁物質を主体とする不溶解性物質を除去できる精密ろ過法、ナノろ過法のほか、溶解性物質も対象とし高度浄水処理との組み合わせ等が検討されている限外ろ過法がある,生物活性炭処理は、粒状活性炭の吸着力に加えその上に生育した微生物による分解作用を併せて期待する処理方法である,c,限外ろ過法は懸濁物質除去が主目的で、溶解性物質除去は逆浸透膜の領域である,上水道施設設計指針,標準
47,上水道及び工業用水道,2010,浄水方法選定についての記述のうち、誤っているものを選びなさい。,浄水処理方式を選定する際には、原水水質の調査結果から、処理対象物質を不溶解性成分と溶解成分に分け、それぞれ適切な処理方式を組み合わせて検討する,クリプトスポリジウムによって水道水源が汚染されるおそれのある場合には、急速ろ過、緩速ろ過、膜ろ過のいずれかの処理を用いなければならない,膜ろ過方式については、小規模水道では施設がコンパクトで省力化がはかれるなどメリットが発揮できるが、大規模水道への適用には、なお検討の余地がある,高度な運転制御や維持管理を要する処理方式を採用する場合には、運転管理体制の構築が必要で、場合によっては外部への委託管理も含めて検討する,b,クリプトスポリジウム対策では除去率4log以上の処理が必要で、単純な急速ろ過では不十分な場合がある,クリプトスポリジウム等対策指針,標準
48,上水道及び工業用水道,2010,用語の説明のうち、正しいものを選びなさい。,ＧＴ値とは、フロック形成における撹拌の程度を評価する指数で、撹拌強度Ｇ値に撹拌時間Ｔを乗じた値である,沈でん池における表面負荷率とは、流入する流量を沈でん池断面積で割ったもので、濁質除去を考える上で最も基礎となる指標である,膜ろ過流束とは、単位時間に単位膜長さを通過する水量で表わされる,ランゲリア指数とは、水中の炭酸カルシウムが溶解も析出もしないときのpH値を言う,a,GT値は凝集池設計の重要なパラメータである,上水道施設設計指針,標準
49,上水道及び工業用水道,2010,フロック形成池の運転についての記述のうち、誤っているものを選びなさい。,処理水量、薬品注入率を変更したときは、必ずフロック形成池内の状況を確認する,フロック形成池が複数設置されている場合は、処理水量によって運転池数を変えることにより対処することもできる,フロック形成池には、高濁度時に多量のスラッジが堆積し、有効滞留時間が著しく低下することがある,清掃用の開口部は導流壁の端部に設けることで、運転中の短絡流発生の原因とはならない,d,清掃用開口部を導流壁端部に設けると短絡流の原因となる,上水道施設設計指針,標準
50,上水道及び工業用水道,2010,急速ろ過池についての記述のうち、正しいものを選びなさい。,池数は、予備を含め最小限２池以上とし、予備池は10池までごとに２池の割合とする,１池のろ過面積は100㎡以下とする,砂層の厚さは60～70cmを標準とする,ろ過砂の有効径は0.3～0.6mmの範囲、均等係数の上限は1.35以下であること,c,急速ろ過池の砂層厚は60～70cmが標準である,上水道施設設計指針,標準
51,上水道及び工業用水道,2010,各種急速ろ過方式についての記述のうち、誤っているものを選びなさい。,自己逆流洗浄型ろ過池は、６池以上を１群として構成され、１池が洗浄を必要とする状態となった場合、浄水渠に流入する他の池の処理水で洗浄を行うものである,自己逆流洗浄型ろ過池は、洗浄のスローダウン、ろ過のスロースタートが自然に達成されるため、クリプトスポリジウム対策の面からの捨水機構は不要である,逆流洗浄タンク保有型ろ過池は、逆流洗浄水量をろ過池に近接して設置した低置型の洗浄タンクに貯水して使用する,逆流洗浄装置移動型ろ過池(ハーディンジフィルター)では、ろ層より上部は１池１区画としているが、ろ層及びろ層より下部は小区画ごとに区分され、洗浄は小区画ごとにポンプで洗浄水を圧入して行う,b,自己逆流洗浄型でもクリプトスポリジウム対策として捨水機構が必要である,上水道施設設計指針,標準
52,上水道及び工業用水道,2010,浄水場の排水処理設備についての記述のうち、正しいものを選びなさい。,浄水処理能力10万㎥/日以上の浄水場の沈でん施設およびろ過施設は、水質汚濁防止法の「特定施設」に該当する,濃縮層の容量は、滞留時間を計画スラッジ量の24時間を標準とする,排水処理設備は水質汚濁防止法の適用外である,脱水機の処理能力が1000㎥を超えるものは産業廃棄物処理施設となる,a,大規模浄水場は水質汚濁防止法の特定施設に該当する,水質汚濁防止法,標準
53,上水道及び工業用水道,2010,水道水質基準についての記述のうち、正しいものを選びなさい。,水道法第４条に基づく水質基準は、水質基準に関する厚生労働省令により定められており、現在の水質基準項目は50項目である,水質基準項目のほか、水道水質管理上留意すべき項目として、臭素酸やアルミニウムなど27項目の水質管理目標値が定められている,有機物(全有機炭素（TOC）の量)の水質基準は５mg/L以下である,カドミウム及びその化合物に係る水質基準は0.005mg/L以下である,a,現在の水質基準項目は50項目である,水道法,標準
54,上水道及び工業用水道,2010,配水施設に関する記述のうち、誤っているものを選びなさい。,配水池の構造については、耐久性、耐震性、水密性等の確保に配慮する,配水池の設置形式には、地上式、地下式、半地下式があり、周囲の環境保護を考慮し、隧道式が採用されている例もある,配水本管は浄水を配水支管へ分配する役割や給水管を分岐し需要者へ水道水を供給する役割を持つ,配水施設は、合理的な計画のもとに配置され、時間的に変動する需要量に対し、適正な水圧で連続、かつ安定的に供給する必要がある,c,配水本管と配水支管の役割の説明が逆である,上水道施設設計指針,標準
55,上水道及び工業用水道,2010,配水管についての記述のうち、誤っているものを選びなさい。,配水管は内圧、外圧に耐える強度を持つものでなければならない。また内圧は実際に使用する管路の最大静水圧と水撃圧を考慮する,配水管には、硬質塩化ビニル管、鋼管、ステンレス鋼管、水道配水用ポリエチレン管等があり、ダクタイル鋳鉄管は含まれない,配水管の管種は、管の材質により、水が汚染されるおそれがないものでなければならない,配管の埋設場所において有機溶剤の影響などがある場合は、硬質塩化ビニル管及び水道配水用ポリエチレン管の使用は避けなければならない,b,ダクタイル鋳鉄管も配水管の主要な管種である,上水道施設設計指針,標準
