id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
11,道路,2019,道路の歩道設計に関する記述として誤っているものはどれか,歩道の有効幅員は2.0m以上とすることが標準である,植樹帯は歩道幅員が4.0m未満の場合でも必ず設置する,歩道の縦断勾配は車いす使用者を考慮して5%以下とする,歩道の横断勾配は排水を考慮して1%以上2%以下とする,B,植樹帯は歩道幅員が4.0m以上の場合に設置を検討する。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,道路構造令・道路橋示方書,標準
12,道路,2019,積雪寒冷地における道路の構造に関する記述として誤っているものはどれか,車道の有効幅員について冬期でも有効幅員を確保できるよう地域の積雪深等に応じて効率的な除排雪のための堆雪幅を確保する,路面凍結等による安全性や円滑性の低下への配慮から冬期の路面状況を考慮した勾配など適切な線形を採用する,気象の変化しやすい峠などではチェーン脱着場や道路情報提供装置・気象観測装置・交通遮断施設なども必要に応じて設置する,歩道等の有効幅員について冬期でも歩行者の通行のための有効幅員を確保できる堆雪幅を確保する必要はない,D,歩道等についても冬期の歩行者通行のため適切な堆雪幅の確保が必要。誤りの選択肢を特定することが重要です。,道路構造令・道路橋示方書,標準
13,道路,2019,落石予防工に該当しないものはどれか,ワイヤロープ掛工,ロックボルト工,河川護岸の根固め工,ロックシェッド,C,根固め工は河川工事で使用される工法であり落石予防工ではない,道路土工指針,標準
14,道路,2019,道路橋の耐震設計における地震時保有水平耐力法に関する記述として誤っているものはどれか,地震時保有水平耐力は構造物が地震時に保有する最大の水平耐力である,塑性率は構造物の変形性能を表す指標である,応答変位法では地盤変位を直接作用させて応答を求める,地震時保有水平耐力法では弾性応答のみを考慮する,D,地震時保有水平耐力法では塑性化を考慮した非線形応答を扱う。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,道路橋示方書,標準
15,道路,2019,道路管理者の責務に関する記述として誤っているものはどれか,道路管理者は道路を常時良好な状態に保つよう維持・修繕し一般交通に支障を及ぼさないよう努める責務がある,道路管理者は道路の構造の保全と交通の安全を図るため必要な措置を講じる責務がある,道路管理者は道路に関する禁止・制限・占用許可等の権限を有する,道路管理者は道路の維持管理について一切の責任を負う必要がない,D,道路管理者は道路法に基づき道路の適切な維持管理について責任を負う。誤りの選択肢を特定することが重要です。,道路構造令・道路橋示方書,標準
16,道路,2019,ラウンドアバウトの幾何構造設計に関する記述として誤っているものはどれか,外径は通行する車両の軌跡を考慮して決定する,中央島径は安全性と容量のバランスを考慮して設定する,エプロン幅は大型車の内輪差を考慮して決定する,流入角は交通容量に影響しないため任意に設定してよい,D,流入角は交通容量と安全性に大きく影響するため適切に設定する必要がある。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,ラウンドアバウト設計・運用指針・道路構造令,標準
17,道路,2019,道路の設計における安全性向上に関する記述として誤っているものはどれか,設計段階での安全性向上対策は事故の未然防止に効果的である,視距の確保は安全な道路設計の基本的要素である,線形設計においては車両の走行特性を考慮する必要がある,道路設計では安全性よりも建設コストを最優先に考えるべきである,D,道路設計では安全性を最優先に考慮し経済性との適切なバランスを図る。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,道路構造令・道路橋示方書,標準
18,道路,2019,道路交通騒音の予測計算に関する記述として誤っているものはどれか,ASJ RTN-Model 2018により騒音レベルを予測する,交通量・車種構成・走行速度が予測に必要なパラメータである,道路構造・沿道状況による音響的影響を考慮する,騒音予測では気象条件の影響は考慮する必要がない,D,騒音予測では風向・風速・気温等の気象条件も重要な要因。誤りの選択肢を特定することが重要です 関連公式の適用が必要です。,道路環境影響評価の技術手法,標準
19,道路,2019,道路構造の用語説明として誤っているものはどれか,中央帯は車線の往復方向別の分離・車両の通行に必要な側方余裕の確保等自動車の交通機能に必要な空間である,側帯は歩行者・自転車の通行を主たる目的とするものではなく路肩の機能的補完を目的とする道路の部分である,植樹帯は異種交通の分離による交通の安全性・快適性の向上など自動車・歩行者等の交通機能に必要な空間である,副道は沿道施設への乗入れなど自動車の交通機能に必要な空間である,B,側帯は歩行者・自転車の通行を主たる目的とし路肩とは異なる機能を持つ。誤りの選択肢を特定することが重要です。,道路構造令・道路橋示方書,標準
20,道路,2019,道路防災点検に関する記述として誤っているものはどれか,道路防災点検は道路沿いの斜面等について防災上の観点から実施する,道路防災点検は異常気象時の通行規制区間の設定に活用される,道路防災点検は要対策箇所の抽出と対策工法の検討を行う,道路防災点検は実施する必要がなく自然災害は予測不可能である,D,道路防災点検は自然災害による道路被害の予防・軽減のため重要な取組み。誤りの選択肢を特定することが重要です。,道路防災点検要領,標準
21,道路,2019,道路の縦断線形設計に関する記述として誤っているものはどれか,縦断曲線は走行の安全性と快適性を確保するため適切に設定する,縦断勾配は設計速度と地形条件を考慮して決定する,凸型縦断曲線では停止視距の確保に注意が必要である,凹型縦断曲線では夜間照明の影響は考慮する必要がない,D,凹型縦断曲線では夜間のヘッドライト照明による視距確保についても検討が必要。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,道路構造令・道路橋示方書,標準
22,道路,2019,道路の平面線形における緩和曲線の設計に関する記述として誤っているものはどれか,緩和曲線は直線から円曲線への滑らかな接続を図る,緩和曲線長は設計速度と円曲線半径により決定する,クロソイド曲線が一般的に用いられる,緩和曲線では遠心力の変化率は考慮する必要がない,D,緩和曲線では遠心力の変化率を適切に制御することが重要な設計要素。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,道路構造令・道路橋示方書,標準
23,道路,2019,舗装の維持管理に関する記述として誤っているものはどれか,舗装の維持管理は予防的維持管理と事後的維持管理に区分される,予防的維持管理は舗装の損傷が軽微な段階で実施する維持修繕である,事後的維持管理は舗装の損傷が進行した後に実施する維持修繕である,舗装の維持管理は損傷の程度にかかわらず一律に同じ工法を適用する,D,舗装の維持管理は損傷の程度・原因・交通条件に応じて適切な工法を選定。誤りの選択肢を特定することが重要です。,舗装の維持修繕ガイドブック,標準
24,道路,2019,道路照明の照明計算に関する記述として誤っているものはどれか,路面輝度は運転者の視認性に直接関係する指標である,輝度均斉度は照明の質を評価する重要な指標である,グレア制限は眩惑防止のため重要な設計要素である,道路照明では演色性は考慮する必要がない,D,道路照明では色の識別性確保のため演色性も重要な設計要素。誤りの選択肢を特定することが重要です 関連公式の適用が必要です。,道路照明施設設置基準,標準
25,道路,2019,カルバートの設計に関する記述として誤っているものはどれか,カルバートは死荷重・活荷重・土圧等を考慮して設計する,カルバートと盛土の不同沈下対策が重要である,裏込材料は締固め性・排水性・耐久性を考慮して選定する,すべてのカルバートで同一の継ぎ手構造を適用する,D,継ぎ手構造はカルバートの形式・規模・地盤条件・変形特性により適切に設計。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,道路土工カルバート工指針,標準
26,道路,2019,ランプの設計に関する記述として誤っているものはどれか,ランプの設計速度は接続する道路の設計速度を考慮して決定する,ランプの線形は安全で円滑な走行ができるよう設計する,ランプでは適切な視距の確保が重要である,すべてのランプで同一の設計基準を適用することが標準的である,D,ランプの設計基準は接続道路の種別・交通条件・地形条件により適切に設定。誤りの選択肢を特定することが重要です。,道路構造令・道路橋示方書,標準
27,道路,2019,道路のランプ部の交通容量に関する次の記述のうち、正しいものはどれか。,ランプ部の交通容量は本線の交通容量とは無関係に決定される,ランプ本体とランプ接続部の交通容量のうち小さい方がランプ部の交通容量となる,ランプ部の交通容量は常にランプ本体の交通容量と等しい,ランプ部では交通容量の概念は適用されない,B,ランプ部の交通容量は、ランプ本体部とランプ接続部（合流部・分流部）の交通容量のうち小さい方がボトルネックとなって決定される。これは交通工学における基本原理であり、システム全体の能力は構成要素の中で最も能力の低い部分によって制約される。道路構造令解説では、ランプ設計時にこの原則に基づいて適切な幾何構造を決定することが規定されている。,道路構造令解説・道路の交通容量,中
28,道路,2019,アスファルト舗装の構造設計に関する記述として誤っているものはどれか,舗装厚は設計CBRと設計交通量により決定する,等値換算係数により各層の等価厚を算定する,路床の支持力は舗装構成に大きく影響する,アスファルト舗装では疲労破壊は考慮する必要がない,D,アスファルト舗装では繰返し荷重による疲労破壊の検討が重要。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,舗装設計施工指針・道路構造令,標準
29,道路,2019,道路構造令の解説と運用（平成27年6月）による歩車共存道路等に関する記述として、誤っているものはどれか。,歩車共存道路等は自動車の通行が比較的少ない道路で歩行者の安全確保のために歩道等を設置するのは経済的・合理的でない道路に対応できる,歩車共存道路等は歩行者に対するサービスを優先し自動車に対するサービスを限定する道路である,歩車共存道路等は道路構造令上では主に第3種第5級および第4種第4級に分類されその幅員は狭く歩行者・自転車・自動車とが空間を共有し通行する道路である,コミュニティ道路は歩行者の通行空間が設けられ自転車・自動車の通行空間とは物理的に分離されている道路のことをいう,D,コミュニティ道路は、ハンプや狭さく等の物理的デバイスにより自動車の速度を抑制し、歩行者と自動車の共存・融合を図る道路である。歩行者と自動車の通行空間を物理的に分離するのではなく、むしろ同一空間での安全な共存を目指すものであり、選択肢dの記述は誤りである。道路構造令解説では、コミュニティ道路の基本概念として共存・融合が明記されている。,道路構造令解説（平成27年6月）,中
