id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
40,河川、砂防及び海岸・海洋,2019,土石流・流木対策計画における土砂量および流木量の調査・算出方法に関する記述として正しいものはどれか,計画流出土砂量は原則として流域内の移動可能土砂量と計画規模の土石流によって運搬できる土砂量を比較して小さい方の値とする,崩壊可能土砂量を算出する際に考慮する0次谷とは1/5000以上で最も大縮尺となる地形図や航空レーザ測量結果を使用して等高線の凹み具合を眺めて凹んでいる等高線群の間口よりも奥行が小なる地形とする,計画規模の土石流によって運搬できる土砂量は計画規模の年超過確率の降雨量と既往最大の降雨量を比較し値の大きい降雨量に流域面積を掛けて総水量を求めこれに流動中の土石流濃度を乗じて算定しその際流出補正率を考慮する,計画流出流木量は推定された発生流木量に流木流出率を掛け合わせて算出し流木流出率は土石流・流木対策施設の整備状況に応じ0.6～0.9程度とする,A,計画流出土砂量は移動可能土砂量と運搬可能土砂量の小さい方とする,砂防基本計画策定指針,標準
41,河川、砂防及び海岸・海洋,2019,河川の維持管理の特徴に関する記述として誤っているものはどれか,平常時の点検だけで洪水時の異常に結びつくような変状を見つけ出すことは稀である,過去の洪水で安全に流下できればより規模の小さな洪水で危険になることはない,河川管理施設の点検・評価にあたっては建設当時の設計の考え方や施工方法などの技術水準についての知識が必要である,河川管理施設などの影響によってその河川の特性とは異なった応答を示す場合もあるが自然状態ではどのような応答を示す河川であるかを知っておくことは的確な維持管理を行う上で重要である,B,過去の洪水で安全でも河道変化等により小規模洪水で危険となる場合がある。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
42,河川、砂防及び海岸・海洋,2019,流量観測所の配置に関する記述のうち誤っているものはどれか,堰・水門の直上流と直下流に配置する,管理区間最上流端付近に配置する,遊水地・湖沼・貯水池の流出口若しくはその下流地点に配置する,水面勾配や河道幅・セグメント等の河道条件が変化する地点の前後に配置する,A,堰・水門では直上流のみに配置するのが一般的で直下流は必須ではない。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
43,河川、砂防及び海岸・海洋,2019,多自然川づくりにおける河道計画の基本に関する記述として誤っているものはどれか,縦断形の計画にあたっては河床の安定性と上下流間の生物移動の連続性の確保が重要であり拡幅を基本とした河道計画を検討した上で現況が良好な場合には縦断形は現況踏襲が基本となる,河道計画では流速を現状より大きくし洪水を早期に流下させるようにすることが基本となる,川の変化を許容するためには水際を固めすぎないようにするとともに川幅特に河床幅を十分確保する,現況が良好な河岸や河床を形成している場合河道の法線はその位置を極力変更しないように設定する,B,多自然川づくりでは必ずしも流速を大きくすることが基本ではなく自然な流況の保全が重要。誤りの選択肢を特定することが重要です。,多自然川づくり基本指針,標準
44,河川、砂防及び海岸・海洋,2019,河川法に関する記述のうち誤っているものはどれか,河川整備基本方針は水害発生の状況・水資源の利用の現況及び開発並びに河川環境の状況を考慮し水系ごとにその水系に係る河川の総合的管理が確保できるように定められなければならない,河川整備計画は河川整備基本方針に即しかつ公害防止計画が定められている地域に存する河川にあっては当該公害防止計画との調整を図って政令で定めるところにより当該河川の総合的な管理が確保できるように定められなければならない,河川管理者は河川整備計画の案を作成しようとする場合において必要があると認めるときは河川に関し学識経験を有する者の意見を聴かなければならない,河川整備計画は計画高水流量その他当該河川の河川工事及び河川の維持についての基本となるべき方針に関する事項を定められなければならない,D,計画高水流量等の基本方針は河川整備基本方針に定め河川整備計画には具体的な整備内容を定める。誤りの選択肢を特定することが重要です。,RCCM関連技術基準,標準
45,河川、砂防及び海岸・海洋,2019,樹木の対策に関する記述として誤っているものはどれか,樹木対策では樹木の経年変化も踏まえて予め伐開計画を作成しておくなど計画的な樹木対策を行う,治水上の支障が生じる河道内の樹木を伐開する際には樹木が阻害する流下能力など治水機能への影響や観測・巡視などの管理機能・生態系・景観などの環境機能への影響を十分踏まえた上で対策する,堤防等の河川管理施設に対して根が悪影響を与えていると認められる樹木は除去する等の対策を行う,伐開にあたって一部の樹木群を存置する場合には洪水時に倒伏・流出しやすい範囲を存置する,D,存置する場合は倒伏・流出しにくい健全で根系が発達した樹木群を選定する。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
46,河川、砂防及び海岸・海洋,2019,河川維持管理に関する記述として誤っているものはどれか,河川維持管理計画には河川の概要・河川維持管理上留意すべき事項・河川の区間区分・河川や地域の特性に応じた河川維持管理の目標・河川の状態把握の手法及び頻度・具体的な維持管理対策・地域連携等・効率化・改善に向けた取り組み等を定める,河川整備計画の目標流量が確保されていない区間に限り維持管理の目標を定める,河川維持管理目標は河川管理の目的に応じて洪水・高潮・津波等による災害の防止・河川区域等の適正な利用・河川環境の整備と保全等に関して設定する,河川維持管理計画を作成した場合には河道及び河川管理施設等の状況の変化・河川維持管理の実績・社会経済情勢の変化等に応じて適宜見直しを行う,B,維持管理の目標は全区間にわたって河川の特性に応じて設定するものである。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
47,河川、砂防及び海岸・海洋,2019,開水路の流れに関する記述として誤っているものはどれか,連続の式により流量は断面積と平均流速の積で表される,エネルギー式により上流と下流の全エネルギーの関係が表される,常流では水面波は上流・下流両方向に伝播する,射流では水面波は下流方向のみに伝播する,C,常流では水面波は上流・下流両方向に伝播するが射流では下流方向のみに伝播する。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
48,河川、砂防及び海岸・海洋,2019,河川の流量に関する記述として誤っているものはどれか,基本高水流量は計画基準点において定める流量である,計画高水流量は河道で安全に流下させる流量である,既往最大流量は過去に観測された最大の流量である,基本高水流量と計画高水流量は常に同一の値である,D,洪水調節により計画高水流量は基本高水流量より小さくなる場合がある。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
49,河川、砂防及び海岸・海洋,2019,ダムの構造に関する記述として誤っているものはどれか,コンクリートダムの堤体は予想される荷重によって滑動し又は転倒しない構造とするものとする,フィルダムの堤体は予想される荷重によって滑り破壊又は浸透破壊が生じない構造とするものとする,ダムの基礎岩盤は予想される荷重によって滑動し滑り破壊又は浸透破壊が生じないものとするものとする,フィルダムの堤体には放流設備その他の水路構造物を設けるものとする,D,フィルダムの堤体には原則として水路構造物を設けず別途設置する。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
50,河川、砂防及び海岸・海洋,2019,ダム堤体の安定性や設計に用いる荷重に関する記述として誤っているものはどれか,ダム堤体の設計に用いられる地震時の慣性力はダムの堤体に水平方向に作用するものとしダムの堤体の自重に設計震度を乗じた値とする,コンクリートダムはダムの堤体と基礎地盤との接合部及びその付近におけるせん断力による滑動に対し必要なせん断摩擦抵抗力を有するものとする,コンクリートダムの堤体の単位体積重量は原則として実際に使用する材料とコンクリート配合で試験を行いその結果に基づき決定し試験を行わないときにはコンクリートの単位体積重量を24.34kN/m³とすることができる,ダム堤体の設計に用いられる貯留水による静水圧の力はダムの堤体と貯留水との接触面に対して垂直に作用するものとする,C,コンクリートの単位体積重量の標準値は24.0kN/m³程度で24.34kN/m³は過大。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,河川砂防技術基準,標準
51,河川、砂防及び海岸・海洋,2019,堤防の耐震性能照査に関する記述として誤っているものはどれか,堤防の耐震性能は地震後においても耐震性能の照査において考慮する外水位に対して河川の流水の河川外への越流を防止する機能を保持する性能を原則とする,耐震性能の照査において考慮する外水位は原則として平常時の最高水位とするものとし河口部付近では平常時の最高水位として朔望平均満潮位及び波浪の影響を考慮するものとし津波高については対象外とする,堤防の耐震性能の照査においては対象地点において現在から将来にわたって考えられる最大級の強さを持つ地震動を考慮するものとする,堤防の耐震性能の照査においては原則として地震の影響として基礎地盤及び堤体の液状化の影響と広域な地盤沈降の影響を考慮するものとする,B,耐震性能照査では計画高水位等の設計水位を考慮し平常時最高水位ではない。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
52,河川、砂防及び海岸・海洋,2019,河川護岸における被災の事例に関する記述として誤っているものはどれか,護岸の被災事例で最も顕著なものは基礎工前面の河床洗掘を契機として基礎工および法覆工が被災を受ける事例である,法覆工は自重によって流体力に抵抗するが流体力が卓越して被災を受ける事例が多くある,護岸背面の堤体土が吸い出され護岸全体が破壊に至ることがあるがこの原因は使用する護岸ブロックの重量および形状にあることが多い,洪水が高水敷きから低水路部分に落ち込んだり低水路部分から高水敷きに乗り上げたりする現象により天端工および天端保護工にめくれや滑動を生じる場合がある,C,護岸背面土の吸い出しの原因は護岸ブロックより浸透水の処理不良にある。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
53,河川、砂防及び海岸・海洋,2019,水門に関する記述として誤っているものはどれか。,水門は河川の流水を制御し洪水調節機能を有する,水門の操作は洪水時の迅速な対応が重要である,水門の設計では地震時の安全性を考慮する必要がある,水門基礎の設計では地盤条件の検討は不要である,D,水門基礎の設計では、支持地盤の支持力、沈下特性、液状化の可能性など、地盤条件の詳細な検討が不可欠である。特に軟弱地盤や液状化の可能性がある地盤では、適切な基礎工法の選定と設計が重要となる。河川管理施設等構造令では、水門等の基礎設計における地盤調査と地盤条件の検討が明確に規定されている。,河川管理施設等構造令,中
54,河川、砂防及び海岸・海洋,2019,橋台に関する記述として誤っているものはどれか,川幅が50m以上の河川の堤防に設ける橋台は堤防の表法肩より表側の部分に設けてはならない,斜橋になる場合は原則として斜角は45度以上堤体への食い込み角度は20度以下食い込み幅は天端幅の1/3以下とし橋台の長さ以上の範囲において食い込み幅以上の裏腹付け等の堤防補強を行うものとする,堤防に設ける橋台の底面は堤防の地盤に定着させるものとする,パイルベント基礎による橋台を設けてはならない,A,川幅50m以上の河川では橋台を堤防表法肩より表側に設けることができる。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
55,河川、砂防及び海岸・海洋,2019,急傾斜地崩壊防止法に関する記述として誤っているものはどれか。,急傾斜地崩壊危険区域の指定は都道府県知事が行う,急傾斜地崩壊危険区域では行為制限が設けられている,急傾斜地崩壊防止工事は所有者等が実施することが原則である,急傾斜地とは傾斜度が45度以上で高さが5m以上の崖をいう,D,急傾斜地崩壊防止法第2条では、急傾斜地を「傾斜度が30度以上である土地」と定義している。選択肢dの「45度以上」は誤りである。ただし、急傾斜地崩壊危険区域の指定基準では、傾斜度30度以上かつ高さ5m以上の崖で、崩壊により相当数の居住者等に危害が生ずるおそれのある区域とされている。法律の定義と指定基準を正確に理解することが重要である。,急傾斜地崩壊防止法,中
56,河川、砂防及び海岸・海洋,2019,砂防基本計画に関する記述として誤っているものはどれか,短期土砂・流木流出対策計画は土砂・洪水氾濫対策計画・土石流・流木対策計画からなる,長期土砂流出対策計画においては長期間恒常的に生じる活発な土砂流出による河床上昇や貯水池等を含む保全対象に被害を及ぼす現象を対象とする,火山砂防計画は火山砂防地域において発生する土砂移動現象に対応する計画であり噴火対応火山砂防計画と通常対応火山砂防計画からなる,深層崩壊・天然ダム等異常土砂災害対策計画で対象とする土砂移動現象は降雨や地震および融雪等により発生した深層崩壊に起因する土石流および河道が閉塞して形成された天然ダムによって引き起こされる天然ダム上流域の保全対象の浸水や天然ダムの決壊による大規模な土石流・土砂・洪水氾濫等である,A,短期対策計画は土石流・流木対策計画が主体で土砂・洪水氾濫対策は別途計画される。誤りの選択肢を特定することが重要です。,砂防基本計画策定指針,標準
57,河川、砂防及び海岸・海洋,2019,河道の点検に関する記述として誤っているものはどれか,定期的に定点から観測を行い過去の観察記録と照合することにより変化を把握する,低水路満杯流量規模の出水を目安として出水の直後には速やかに全川にわたり概略の点検を行うことが望ましい,河道の変化が顕著な大規模な出水の後では出水後に横断測量などの調査・分析を行う場合がある,河道の点検は土砂堆積・樹木群・河床低下・河岸侵食・河口砂州等を対象として主として横断測量などの調査により行う,D,河道の点検は主として目視により行い必要に応じて測量等を実施する。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
58,河川、砂防及び海岸・海洋,2019,河川巡視に関する記述として誤っているものはどれか,河川巡視とは河川管理施設の治水上の機能について異常及び変化等を発見・観察・計測等することを目的としている,平常時巡視は巡視内容によってあらかじめ設定した巡視項目について巡視を行う一般巡視と巡視項目・目的・場所等を絞り込んだ目的別巡視に分類される,一般巡視は車・バイク・自転車などを活用し効率的に移動できる方法による,出水時巡視は堤防・洪水流・河道内樹木・河川管理施設等・堤内地の浸水等の状況を概括的且つ迅速に把握するために実施する,A,河川巡視は治水機能だけでなく利水・環境機能も対象とする。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
