id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
24,道路,2013,植樹帯に関する記述として、正しいものはどれか。,植樹帯の幅員は、1.5m以上とする,植樹帯には、高木のみを植栽する,植樹帯は、歩道と車道の間にのみ設置する,植樹帯の縦断勾配は、歩道と同じとする,a,植樹帯の幅員は1.5m以上,道路構造令,標準
25,道路,2013,立体交差に関する記述として、誤っているものはどれか。,立体交差は、交差する道路の機能、交通量等を考慮して計画する,跨道橋の桁下高は、建築限界を考慮して5.0m以上とする,地下道の内空高は、建築限界を考慮して4.5m以上とする,立体交差部には、適切な排水施設を設ける,b,跨道橋の桁下高は4.5m以上,道路構造令,標準
26,道路,2013,トンネルに関する記述として、正しいものはどれか。,トンネルの内空高は、建築限界を考慮して4.5m以上とする,トンネル内の車線の幅員は、地上部と同じとする,トンネル内には、原則として路肩を設ける,トンネルの縦断勾配は、排水を考慮して0.3％以上とする,a,トンネルの内空高は4.5m以上,道路構造令,標準
27,道路,2013,橋に関する記述として、誤っているものはどれか。,橋の幅員は、橋の前後の道路の幅員と同じとする,橋には、原則として歩道を設ける,橋の床版の最小厚は、25cm以上とする,橋脚の間隔は、河川管理上の制約を考慮して決定する,b,橋には必ずしも歩道を設けない,道路構造令,標準
28,道路,2013,道路の維持管理に関する記述として、正しいものはどれか。,道路の点検は、5年に1回以上実施する,舗装の補修は、ひび割れ率が20％を超えた場合に実施する,路面の清掃は、交通量に応じて実施頻度を決定する,道路標識の更新は、10年に1回実施する,c,交通量に応じた清掃頻度の決定が適切,道路維持修繕要綱,標準
29,道路,2013,道路交通安全施設に関する記述として、誤っているものはどれか。,ガードレールの設置高さは、路面から75cm以上とする,道路標識の文字の大きさは、設計速度に応じて決定する,道路照明の照度は、道路の種類と交通量に応じて決定する,横断歩道橋の有効幅員は、歩行者交通量に応じて決定する,a,ガードレールの高さは原則として80cm,交通安全施設設置基準,標準
30,道路,2013,道路の環境対策に関する記述として、正しいものはどれか。,遮音壁の高さは、騒音レベルの低減目標に応じて決定する,低騒音舗装は、全ての道路に適用する,大気汚染対策として、道路の両側に植樹帯を設ける,環境施設帯の幅員は、全ての道路で20m以上とする,a,遮音壁の高さは騒音低減目標に応じて決定,道路環境影響評価の技術手法,標準
61,河川、砂防及び海岸･海洋,2013,面積平均雨量を算定する方法として、関係しない手法はどれか。,特性曲線法,ティーセン法,算術平均法,代表係数法,a,特性曲線法は流出解析に使用される手法で、面積平均雨量の算定には使用されない,河川砂防技術基準,標準
62,河川、砂防及び海岸･海洋,2013,総合土砂管理に関する記述として、誤っているものはどれか。,流砂系土砂動態マップは、山地部の土砂動態を詳細に表示することと、沖積河道区間を中心に水系における土砂の動きをマクロに表示することを目的とする,土砂動態特性の把握方法としては、粒径別土砂収支図、流砂系土砂動態マップ、漂砂系土砂収支図がある,総合的な土砂管理とは、流域の源頭部から河川の下流部までの一貫した土砂の運動領域を流砂系という概念で捉え、流砂系一貫として対策を講じ、問題の解決を図ることである,漂砂系土砂収支図は、沿岸漂砂量や河川からの供給土砂量などを図示したものである,a,流砂系土砂動態マップの目的説明が不正確,総合土砂管理指針,標準
63,河川、砂防及び海岸･海洋,2013,流出計算に関する記述として、誤っているものはどれか。,合理式法は、洪水のピーク流量を推算するための簡便な方法である,貯留関数法は、流域ないし河道をひとつの貯水池と考え、雨量と流出量の関係を運動方程式とし、これを連続方程式と組み合わせて、流出量を追跡する方法である,準線形貯留型モデルは、都市化による土地利用の変化が流出にどのように変化をもたらすという観点から検討されたモデルである,Kinematic Wave法は、河川流路における洪水流下現象を水流の運動法則と連続の関係を用いて水理学的に追跡するものである,b,貯留関数法は運動方程式ではなく、貯留量と流出量の関係式を用いる,河川砂防技術基準,標準
64,河川、砂防及び海岸･海洋,2013,低水計画に関する記述として、誤っているものはどれか。,利水計画は、流水の正常な機能を維持するために必要な流量を十分考慮して将来の需要水量の予測、開発水量の算定等を行い策定する,流水の正常な機能を維持するために必要な流量は、舟運、漁業、景観、塩害の防止、河口閉塞の防止、河川管理施設の保護、低水路の安定性、地下水位の維持、動植物の保護、流水の清潔の保持等を総合的に考慮する,正常流量は、原則として10ヶ年の第１位相当の渇水時において維持できるように計画する,需要水量の予測対象は、生活用水、工業用水、農業用水とする,c,正常流量は10年に1回程度の渇水時における流量,河川砂防技術基準,標準
65,河川、砂防及び海岸･海洋,2013,粗度係数に関する記述として、誤っているものはどれか。,複断面河道においては、一般に高水敷の粗度係数と低水路の粗度係数とに分けて定める,高水敷の粗度係数は、高水敷上の水深と地被状況(樹木・植生の高さ、倒伏状況等)から設定する,河床材料が移動しやすい河床では、河床材料の粒径、水深等に基づいて低水路粗度係数を設定する,粗度係数設定方法には、逆算によって粗度係数を同定する方法と物理的に粗度係数を推定する方法がある,c,移動床では粗度係数は流速や水位によって変化する,河川砂防技術基準,標準
66,河川、砂防及び海岸･海洋,2013,海岸保全計画に関する記述として、誤っているものはどれか。,海岸保全計画は、海岸環境のあり方、適正な保全と利用に関する基本構想、良好な環境の保全・創出の方法等に関わる事項を内容とする,海岸保全計画では、海岸保全を計画する区域、保全すべき海浜の形状、海岸保全施設等の種類・規模および配置、海岸保全による受益の地域およびその状況を明示する,海浜形状は、過去の海岸の変化を踏まえ、隣接海岸等の状況を参考に、将来にわたって安定的に維持しうるように設定する,保全施設の種類、規模および配置は、海岸災害を防止し、保全すべき形状を維持するために必要となる堤防や離岸堤などの種類、規模および配置を示す,a,海岸保全計画は防護・環境・利用の調和を図る計画,海岸法,標準
67,河川、砂防及び海岸･海洋,2013,河川維持管理に関する記述として、誤っているものはどれか。,河川維持管理計画には、河川の区間区分、河川や地域の特性に応じた河川維持管理の目標、河川の状態把握の手法、頻度等、及び具体的な維持管理対策を定める,流下断面が計画に対してほぼ確保されている河川や区間では、新たな河川整備を行う必要がないため、維持管理目標を定める必要はない,河川の維持管理目標は、河川管理の目的に応じて、洪水、高潮等による災害の防止、河川区域等の適正な利用、河川環境の整備と保全に関して設定する必要がある,河川維持管理計画を作成した場合には、河川、河川管理施設等の状況の変化、河川維持管理の実績、社会経済情勢の変化等に応じて適宜見直しを行う,b,流下断面が確保されていても維持管理目標は必要,河川維持管理指針,標準
68,河川、砂防及び海岸･海洋,2013,計画高水流量が50m³/s以上100m³/s未満の土堤に関する記述として、誤っているものはどれか。,計画高水位が堤内地盤高より高く、かつ、その差が0.6ｍ未満である区間は、堤防天端幅を2ｍ以上とする,計画高水位が堤内地盤高より高く、かつ、その差が0.6ｍ未満である区間は、堤防高を計画高水位に0.6ｍを加えた値以上とする,背水堤の場合、背水区間の余裕高（計画高水位と堤防天端高の差）は本川の余裕高と同じでなくてもよい,本川合流部の支川に逆流防止施設を設ける場合は、合流点における本川の天端幅と同一にする必要はない,b,余裕高は計画高水位に0.6ｍではなく適切な値を加える,河川砂防技術基準,標準
69,河川、砂防及び海岸･海洋,2013,河川堤防に胸壁（パラペット）構造の特殊堤を採用する場合の記述として、誤っているものはどれか。,土地利用状況などの特別な実情により、やむをえないと認められる場合に限定される,計画高水位以上の高さの土堤に設けられる,胸壁の直立部分を含めた天端幅は、土堤の場合と同等の幅を確保する,胸壁の高さは、余裕高（又は波高相当高）未満であれば構造令違反とはならない,d,胸壁も含めて必要な高さを確保する必要がある,河川砂防技術基準,標準
70,河川、砂防及び海岸･海洋,2013,護岸に関する用語の記述として、誤っているものはどれか。,法覆工とは、流水、流木などに対して安全となるよう堤防および河岸を保護するための構造物のことである,根固め工とは、流水による急激な河床洗掘を緩和し、基礎工の沈下や法面からの土砂の吸い出しなどを防ぐため、低水護岸および堤防護岸の基礎工前面に配置される構造物のことである,縦帯工とは、のり覆工の延長方向の一定区間ごとに設け、護岸の損壊が他の区間に波及しないようにする構造物のことである,吸出し防止材とは、流水の作用や残留水圧などによって、堤体材料が吸出されることを防止するために、裏込め材の背面に設置するシート等の材料のことである,c,縦帯工は護岸の縦断方向に設ける構造物,河川砂防技術基準,標準
71,河川、砂防及び海岸･海洋,2013,河川に設置する護岸の安全性照査に関する記述として、誤っているものはどれか。,ブロックに作用する揚力は、ブロック面積、揚力係数、平均流速等から算出する,護岸の基礎工天端高は、洪水時の洗掘現象を考慮した最深河床高の評価高とするが、根固め工を設置することで浅くすることもできる,のり勾配が1：1.5より緩い場合は、土圧による破壊を一般に考慮しなくてよい,すり付け工は屈撓性と適度な粗度を持つ構造とし、代表流速に対し安全な構造とする,a,揚力の算出にはブロック重量等も考慮する,河川砂防技術基準,標準
72,河川、砂防及び海岸･海洋,2013,水門の計画・設計に関する記述として、誤っているものはどれか。,水門の有効断面積は、河道計画断面積の1.0倍以上とする,引き上げ完了時のゲート下端高は、原則として支川の計画堤防高（計画高水位+余裕高）以上とする,カーテンウォールの上端高は、原則として支川の計画堤防高（計画高水位+余裕高）以上とする,管理橋の幅員を３ｍ以上とする場合は、管理橋の設計に用いる自動車荷重は20ｔ以上を原則とする,a,水門の有効断面積は河道計画断面積の1.3倍以上,河川砂防技術基準,標準
73,河川、砂防及び海岸･海洋,2013,伏せ越し（河川を横過する水路構造物）に関する記述として、誤っているものはどれか。,堀込河道区間以外は、河川水が堤内地へ流出することを防止するため、原則として河川区域内の両端部に制水ゲートを設ける,マンホールの底部には、深さ50cm以上の土砂溜めを設置する,河床変動がなく、改修計画による掘削計画がない場合、または護床工等で保護する場合でも、函渠は低水路から２ｍ以上の深さに埋設しなければならない,函渠の方向は堤防法線に対して、原則として直角とする,c,函渠は適切な深さに埋設すればよく、一律2m以上の必要はない,河川砂防技術基準,標準
74,河川、砂防及び海岸･海洋,2013,河川構造物の耐震性能照査における樋門の照査に関する記述として、誤っているものはどれか。,レベル２地震動に対する函渠の照査では、横断方向の照査を省略できる,レベル２地震動に対する門柱の照査では、一般に地震時保有水平耐力法を用いる,レベル２地震動に対する基礎地盤の照査では、液状化が発生しないことを照査する,レベル２地震動に対するゲートの照査では、残留変位が許容残留変位以下であることを照査する,a,横断方向の照査も重要な検討項目,河川構造物の耐震性能照査指針,標準
75,河川、砂防及び海岸･海洋,2013,床固工の設置位置に関する記述として、誤っているものはどれか。,渓床低下の恐れのある個所に計画する,渓岸の決壊、崩壊及び地すべりなどの個所においては、原則として上流に計画する,支渓が合流する場合は、合流点下流の位置を選定する,工作物の基礎を保護する場合には、それらの工作物の下流部に計画する,b,渓岸の決壊等の箇所では下流に計画するのが原則,砂防基本計画策定指針,標準
76,河川、砂防及び海岸･海洋,2013,地すべり防止工法の選定に関する記述として、正しいものはどれか。,梅雨などの長期降雨や融雪水と地すべり運動とが密接に関連している場合には、地表水排除工を中心とした工法が有効である,運動ブロックが傾斜方向に数個に分かれ、かつ連続している場合や末端に隆起を伴う場合は、末端部の排土工が有効である,梅雨などの長期降雨や融雪水と地すべり運動とが密接に関連している場合には、地下水排除工が有効である,単一の運動ブロックで、すべり面の形状が明らかな椅子型や舟底型をなしている場合は、頭部での盛土工や深層地下水排除工が有効である,c,長期降雨や融雪水に起因する地すべりには地下水排除工が有効,地すべり防止技術指針,標準
77,河川、砂防及び海岸･海洋,2013,砂防計画で扱う土砂量に関する記述として、誤っているものはどれか。,土砂生産抑制計画は、降雨等による山腹の崩壊、地すべり、渓床・渓岸の侵食等を砂防設備で抑制し、土砂生産域の荒廃を復旧するとともに、新規荒廃の発生を防止し、有害な土砂の生産を抑制する計画である,土砂生産抑制計画の策定に当たっては、土砂生産域の状況、土砂生産形態、保全対象等を考慮し、計画生産抑制土砂量を山腹工、砂防堰堤等により合理的に配分する,土砂流送制御計画は、捕捉・調節機能等を有する砂防設備によって有害な土砂の流出を制御し、無害であり、かつ下流が必要としている土砂を安全に流下させるための計画である,土砂流送制御計画の策定に当たっては、土砂の流出形態、土砂量・粒径、保全対象、地形、河床勾配、河道等の現況等を考慮して、計画生産抑制土砂量、計画生産調節土砂量を砂防堰堤等に合理的に配分する,d,計画生産調節土砂量ではなく、計画調節土砂量が正しい,砂防基本計画策定指針,標準
78,河川、砂防及び海岸･海洋,2013,砂防堰堤の水通しの設計に関する記述として、誤っているものはどれか。,水通しの中心の位置は、原則として現河床の中央に位置するものとし、堰堤上下流の地形、地質、渓岸の状態、流水の方向等を考慮して定める,水通し幅は、流水による堰堤下流部の洗掘に対処するため、側面侵食による著しい支障を及ぼさない範囲において、できる限り広くする,水通しの高さは、対象流量を流しうる水位に、所定の余裕高以上の値を加えて定める,袖小口の勾配は、一般に５分とする場合が多い。しかしながら、土石流に対処する砂防堰堤では、袖小口をこれより急にして良い,b,水通し幅は適切な幅とし、過度に広くする必要はない,砂防基本計画策定指針,標準
79,河川、砂防及び海岸･海洋,2013,土砂災害警戒区域等における土砂災害防止対策の推進に関する法律の土砂災害警戒区域の対策に関する記述として、正しいものはどれか。,建築物の規制（都市計画区域以外も建築確認の対象）,特定の開発行為に対する都道府県知事による許可制（対象：住宅宅地分譲、社会福祉施設等のための開発行為）,情報伝達、警戒避難体制の整備、警戒避難に関する事項の住民への周知,土砂災害時に著しい損壊が生じる建築物に対する移転等の都道府県知事による勧告,c,土砂災害警戒区域では警戒避難体制の整備が主要な対策,土砂災害防止法,標準
80,河川、砂防及び海岸･海洋,2013,砂防堰堤に堆積した表層河床材料のサンプリング法として、誤っているものはどれか。,縦横断測量法,線格子法,平面採取法,写真測定法,a,縦横断測量法は地形測量であり、材料サンプリング法ではない,砂防技術基準,標準
81,河川、砂防及び海岸･海洋,2013,河川の流量観測に関する記述として、正しいものはどれか。,流量は流速と断面積の積で求められる,ADCP観測は、水面からの超音波により流速を測定する,浮子測法は、深水部での観測に適している,流量観測の精度は、低水時より洪水時の方が高い,a,流量=流速×断面積,河川砂防技術基準,標準
82,河川、砂防及び海岸･海洋,2013,河川の水位観測に関する記述として、誤っているものはどれか。,水位は、一定の基準面からの高さで表示する,水位観測には、水位標、自記水位計、超音波水位計等が用いられる,水位観測所の設置位置は、河道の直線部で流れが安定している箇所を選ぶ,水位と流量の関係は、常に一定である,d,水位流量関係は河道の変化により変動する,河川砂防技術基準,標準
83,河川、砂防及び海岸･海洋,2013,河川の洪水予報に関する記述として、正しいものはどれか。,洪水予報は、気象庁と国土交通省が共同で発表する,洪水予報河川は、全ての一級河川が対象となる,洪水予報は、水位のみを基準として発表される,洪水予報の発表基準は、全国一律である,a,洪水予報は気象庁と国土交通省の共同発表,水防法,標準
84,河川、砂防及び海岸･海洋,2013,河川の環境に関する記述として、誤っているものはどれか。,多自然川づくりは、河川全体の自然の営みを視点とした川づくりである,河川の連続性は、魚類等の生物の移動に重要である,河岸の植生は、生物の生息・生育環境として重要である,コンクリート護岸は、生物の生息環境として最も優れている,d,コンクリート護岸よりも自然型護岸の方が生物環境に優れる,多自然川づくり基本指針,標準
85,河川、砂防及び海岸･海洋,2013,海岸侵食に関する記述として、正しいものはどれか。,海岸侵食は、主に冬季の高波により発生する,海岸侵食対策として、離岸堤や突堤が用いられる,養浜は、海岸侵食を促進する工法である,海岸侵食は、河川からの土砂供給量とは無関係である,b,離岸堤や突堤は海岸侵食対策の代表的工法,海岸保全施設技術上の基準,標準
86,河川、砂防及び海岸･海洋,2013,高潮に関する記述として、誤っているものはどれか。,高潮は、台風等による気圧低下と強風により海面が上昇する現象である,高潮の高さは、台風の中心気圧と最大風速により決まる,高潮は、満潮時に発生すると被害が大きくなる,高潮は、太平洋側でのみ発生する現象である,d,高潮は日本海側でも発生する,海岸保全施設技術上の基準,標準
87,河川、砂防及び海岸･海洋,2013,津波に関する記述として、正しいものはどれか。,津波は、海底地震により発生する波である,津波の波長は、通常の波より短い,津波の速度は、水深が浅くなると速くなる,津波は、沖合では波高が高い,a,津波は主に海底地震により発生,津波防災地域づくり法,標準
88,河川、砂防及び海岸･海洋,2013,海岸構造物に関する記述として、誤っているものはどれか。,海岸堤防は、高潮や津波から背後地を防護する施設である,離岸堤は、海岸線と平行に設置される施設である,突堤は、海岸線と直角に設置される施設である,消波ブロックは、波のエネルギーを増大させる施設である,d,消波ブロックは波のエネルギーを減衰させる,海岸保全施設技術上の基準,標準
89,河川、砂防及び海岸･海洋,2013,沿岸漂砂に関する記述として、正しいものはどれか。,沿岸漂砂は、波の作用により海岸線に沿って土砂が移動する現象である,沿岸漂砂の方向は、常に一定である,沿岸漂砂量は、波高と無関係である,沿岸漂砂は、海岸侵食とは無関係である,a,沿岸漂砂は波により海岸線沿いに土砂が移動する現象,海岸工学,標準
90,河川、砂防及び海岸･海洋,2013,河川の生態系に関する記述として、誤っているものはどれか。,河川には、上流から下流にかけて異なる生物群集が生息している,魚道は、魚類の遡上・降下を可能にする施設である,河川の水質は、生物の生息に影響を与える,河川改修は、生態系に影響を与えない,d,河川改修は生態系に大きな影響を与える可能性がある,河川環境の整備と保全,標準
121,農業土木,2013,我が国の食と農業の再生に貢献する農業農村振興対策に示されている戦略と施策の組合せとして、誤っているものはどれか。,持続可能な力強い農業の実現・・・・農地の大区画化・汎用化による農地集積の加速,6次産業・成長産業化、流通効率化・・・都市と農村の共生・交流を促進,震災に強い農林水産インフラを構築・・農業水利施設の防災・減災対策の強化,食料の安定供給の確保・・・・海外農産物の積極的な輸入の促進,d,食料の安定供給の確保は国内生産の拡大が基本,農業農村振興対策,標準
122,農業土木,2013,日本の食料自給率に関する記述として、誤っているものはどれか。,食料全体の自給率は、供給熱量ベース、生産額ベースの2とおりの方法で算出する,供給熱量ベースの食料自給率は、近年40％前後で推移している,生産額ベースの食料自給率は、近年70％前後で推移している,我が国の食料自給率（供給熱量ベース）は、先進国のなかでも低い水準にある,b,正しくは約40％であり、55％前後ではない,農林水産省統計,標準
123,農業土木,2013,土地改良事業の費用対効果の分析において、農村の振興に関する効果として取り上げられたもののうち、誤っているものはどれか。,地域用水効果,都市・農村交流促進効果,一般交通等経費節減効果,非農用地等創設効果,c,一般交通等経費節減効果は農村振興効果ではなく副次効果,土地改良事業の費用対効果分析,標準
