id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
11,道路,2017,平面線形と縦断線形の組み合わせに関する記述のうち、誤っているものはどれか,平面曲線と縦断曲線とを重ね合わせることが望ましく縦断曲線が平面曲線より長くかつ平面曲線を包み込むような位置にすることがよい,凹型縦断曲線の底部に急な平面曲線を入れると底部を過ぎてからの上り勾配が過度の上り勾配であるように錯覚される,合成勾配は過小となると路面排水が速やかに行われなくなることから最小合成勾配としては0.5%程度を確保することが望ましい,平面線形と縦断線形の組み合わせで曲線半径が小さくかつ縦断勾配が大きいほど死傷事故率が高くなる傾向がある,b,凹型縦断曲線の底部に急な平面曲線を入れても上り勾配の錯覚は生じません,道路構造令解説,標準
12,道路,2017,交通制御に関する記述のうち、誤っているものはどれか,第1種の道路の交差点は信号によって制御されないものとする,第1種の道路における平面交差は本線の交通を阻害しない限度において認められるべきものである,交差点では設計速度に関わらず原則として直進交通に対しては一時停止制御をしないものとする,一般的には一時停止制御の限界交通量は交通量の少ない側を一時停止制御することによってさばくことができる約1000台/時以下である,a,第1種の道路の交差点は信号によって制御されないものとします,道路構造令解説,標準
13,道路,2017,交通制御に関する記述のうち、誤っているものはどれか。,第1種の道路の交差点は、信号によって制御されないものとする。,第1種の道路における平面交差は、本線の交通を阻害しない限度において認められるべきものである。,交差点では、設計速度に関わらず、原則として直進交通に対しては一時停止制御をしないものとする。,一般的には、一時停止制御の限界交通量(互いに交差する交通の合計交通量)は、交通量の少ない側を一時停止制御することによってさばくことができる約1000台/時以下である。,b,第1種の道路における平面交差は、「本線の交通を阻害しない限度において認められる」ではなく、「原則として設けないものとする」。第1種道路は高速走行を前提とするため。,道路構造令の解説と運用,標準
14,道路,2017,建築限界に関する記述のうち、誤っているものはどれか,普通道路の車道部における建築限界の高さはやむを得ない場合を除き設計車両の高さ3.8mに施工高を加えた4.5mである,建築限界内には橋脚や橋台はもとより照明施設防護柵信号機道路標識並木電柱等の諸施設を設けることはできない,普通道路の路肩等においては指定経路におけるISOコンテナ等特殊車両の通行を考慮する場合地覆を設ける道路を除き路肩端にて建築限界の高さを4.1m以上としたハンチ切欠き部を設ける,建築限界の上限線は路面と平行にとり片勾配を有する区間の両側線は路面に直角ただし横断勾配以下の勾配となる区間については鉛直にとる,a,普通道路の車道部における建築限界の高さはやむを得ない場合を除き設計車両の高さ3.8mに施工高を加えた4.5mです,道路構造令,標準
15,道路,2017,道路の分類に関する記述のうち、誤っているものはどれか,自動車専用道路は自動車の通行機能に特化し完全に出入制限された道路である,自動車の通行機能を重視する道路は自動車の通行機能を重視し部分的に出入制限された道路である,多機能道路は自動車の通行機能だけでなくアクセスや滞留機能歩行者等の交通機能も兼ね備えた道路である,歩行者等の交通機能を重視する道路は歩行者等の交通機能を重視するため自動車の滞留機能を有さない道路である,d,歩行者等の交通機能を重視する道路でも自動車の滞留機能を有する場合があります,道路の移動等円滑化整備ガイドライン,標準
16,道路,2017,カルバートの維持管理に関する記述のうち、誤っているものはどれか,点検には日常点検定期点検の他に異常気象時等の場合に臨時に行う点検がある,カルバートの点検における調査項目としては上部道路の状況カルバート内部の道路や水路の状況カルバートの変状の有無がある,点検は対象構造物から離れた位置で双眼鏡等により行うことが望ましい,点検の手段は目視観察によるものとし目視によることが不十分な場合には双眼鏡等を利用する,c,点検は対象構造物に近接して行うことが原則であり離れた位置からの点検では詳細な変状を把握できません,道路橋定期点検要領,標準
17,道路,2017,歩道や自転車通行空間に関する記述のうち、誤っているものはどれか,安全で快適な自転車利用環境創出ガイドラインでは自転車ネットワークを構成する路線で自動車の速度が高い道路では自転車と自動車を構造的に分離するものとしている,生活道路で自動車交通量が少ない場合であっても歩道や自転車通行空間を設置することを基本とする,自転車通行空間は自転車の利用特性交通状況地域における自転車ネットワーク計画の策定内容も踏まえて設置するのが良い,自転車専用通行帯は自転車と自動車が車道上で視覚的に分離された通行空間である,b,生活道路で自動車交通量が少ない場合は歩道や自転車通行空間の設置は必須ではありません,安全で快適な自転車利用環境創出ガイドライン,標準
18,道路,2017,登坂車線に関する記述のうち、誤っているものはどれか,普通道路の縦断勾配が5%を超える車道には必要に応じて登坂車線を設置する,第1種のような高速連続運転が行われる道路では高い許容最低速度を用いて設置区間を設定した方が望ましい,登坂車線の幅員は3.0mとする。また第1種第2種の道路においては本線との間に側帯相当幅を設ける,長区間に登坂車線を設置する場合は必要に応じて非常駐車帯を設置する必要がある,a,普通道路の縦断勾配が5%(高速自動車国道および高速自動車国道以外の設計速度が80km/h以上の道路では3%)を超える車道には必要に応じて登坂車線を設置します,道路構造令,標準
19,道路,2017,登坂車線に関する記述のうち、誤っているものはどれか。,普通道路の縦断勾配が5%(高速自動車国道および高速自動車国道以外の設計速度が80km/h以上の道路では3%)を超える車道には、必要に応じて登坂車線を設置する。,第1種のような高速連続運転が行われる道路では、高い許容最低速度を用いて設置区間を設定した方が望ましい。,登坂車線の幅員は、3.0mとする。また、第1種、第2種の道路においては、本線との間に側帯相当幅を設ける。,長区間に登坂車線を設置する場合は、必要に応じて非常駐車帯を設置する必要がある。,c,登坂車線の幅員は、「3.0m」ではなく「3.25m」とする。また、第1種、第2種の道路においては、本線との間に側帯相当幅を設ける。,道路構造令の解説と運用,標準
20,道路,2017,用語の説明のうち、誤っているものはどれか,付加追越車線とは低速車に追随する車両を分離して走行させることを目的として設ける車線である,減速車線とは高速走行している自動車が減速して他の道路へ流出する場合に本線上の他の高速車の走行を乱さないよう安全に減速するために設ける車線である,非常駐車帯とは速度の低下する車両を分離して走行させるために本線に付加する車線である,屈折車線とは交差点で右折または左折しようとする自動車のために直進する自動車のための車線とは別に設ける車線である,c,非常駐車帯とは車両の故障時等に緊急避難するために設ける施設であり速度低下車両の分離が目的ではありません,道路構造令解説,標準
21,道路,2017,次の用語の説明のうち、誤っているものはどれか。,付加追越車線とは、低速車に追随する車両(高速車)を分離して走行させることを目的として設ける車線である。,減速車線とは、高速走行している自動車が減速して他の道路へ流出する場合に本線上の他の高速車の走行を乱さないよう安全に減速するために設ける車線である。,非常駐車帯とは、速度の低下する車両を分離して走行させるために本線に付加する車線である。,屈折車線とは、交差点で右折または左折しようとする自動車のために、直進する自動車のための車線とは別に設ける車線である。,c,非常駐車帯とは、「速度の低下する車両を分離して走行させるために本線に付加する車線」ではなく、「故障車両等が緊急時に停車するために設ける帯状の空間」である。,道路構造令の解説と運用,標準
22,道路,2017,車線の幅員に関する記述のうち、誤っているものはどれか,第1種道路の標準的な車線幅員は第1級第2級および第3級の道路に対して3.50m第4級の道路に対して3.25mである,第2種第1級の道路の車線幅員は3.50mと規定しているがやむを得ない場合においては3.25mに縮小することができることとしている,第3種の道路の車線の幅員は第1級については3.50m第2級については3.25m第3級については3.00m第4級については2.75mである,第4種の道路の車線の幅員は第1級については3.25m第2級および第3級については2.75mである,d,第4種の道路の車線の幅員は第1級については3.25m第2級および第3級については3.00mです,道路構造令,標準
23,道路,2017,付加追越車線に関する記述のうち、誤っているものはどれか,第1種の片側1車線の道路では適切な走行速度を確保し高い速度サービスを提供するために登坂車線設置区間以外の区間において原則として付加追越車線を設置するものとする,第1種の片側1車線の道路に設ける付加追越車線の設置延長は2.0から2.5kmを標準とする,第1種の片側1車線の道路に設ける付加追越車線の設置間隔は6から10kmを標準とする,付加追越車線の設置方法は上下線対称位置に設ける場合と上下線交互位置に設ける場合の2つに大別される,a,第1種の片側1車線の道路では適切な走行速度を確保し高い速度サービスを提供するために登坂車線設置区間以外の区間において原則として付加追越車線を設置するものとします,道路構造令解説,標準
24,道路,2017,付加追越車線に関する記述のうち、誤っているものはどれか。,第1種の片側1車線の道路では、適切な走行速度を確保し、高い速度サービスを提供するために、登坂車線設置区間以外の区間において、原則として付加追越車線を設置するものとする。,第1種の片側1車線の道路に設ける付加追越車線の設置延長は2.0~2.5kmを標準とする。,第1種の片側1車線の道路に設ける付加追越車線の設置間隔は6~10kmを標準とする。,付加追越車線の設置方法は、上下線対称位置に設ける場合と上下線交互位置に設ける場合の2つに大別される。,c,第1種の片側1車線の道路に設ける付加追越車線の設置間隔は「6~10km」ではなく「3~5km」を標準とする。より頻繁に追越し機会を提供する必要がある。,道路構造令の解説と運用,標準
25,道路,2017,中央帯に関する記述のうち、誤っているものはどれか,往復の交通流を分離することにより対向車線への逸走による重大事故を防止するとともに道路中心線側の交通抵抗を減少させ高速度の走行を可能とする,駐停車を防止し交通流の乱れをなくして安全性を高める,市街地形成防災景観形成機能を有したシンボル道路形成の一部となる,収容空間として地下駐車場の出入口や平面駐車場を設置することができる,d,中央帯は交通の安全確保が主目的であり駐車場の設置は適切ではありません,道路構造令解説,標準
26,道路,2017,道路構造令の基本となる規定に関する記述のうち、誤っているものはどれか,設計車両について普通道路では種級に応じて小型車普通自動車セミトレーラ連結車の通行を考慮する,中央帯について第1種第2種第3種第1級は往復分離する。その他の4車線以上の道路は必要な場合は分離する。ただし第1種の2車線道路では分離しないことができる,歩道について歩道の幅員は歩行者交通量が多い道路では3.0m以上その他の道路では2.0m以上とする。ただし幅員は当該道路の歩行者の交通の状況を考慮して定めることができる,縦断勾配について道路の区分と設計速度に応じて定められた値とする。ただしやむを得ない場合には特例値まで拡大できる,b,第1種の2車線道路では中央帯を設けることが原則であり分離しないことはできません,道路構造令,標準
27,道路,2017,道路の移動等円滑化ガイドラインに関する記述のうち、誤っているものはどれか,歩道等の縦断勾配は5%以下とするものとする。ただし地形の状況その他の特別な理由によりやむを得ない場合においては8%以下とすることができる,歩道等の車道等に対する高さは1cmを標準とするものとする,横断歩道に接続する歩道等の部分の縁端は車道等の部分より高くするものとしその段差は2cmを標準とする,歩道等に設ける縁石の車道等に対する高さは15cm以上を基本とする,b,歩道等(縁石を除く)の車道等に対する高さは1cmを標準とするものとします,道路の移動等円滑化整備ガイドライン,標準
28,道路,2017,道路の移動等円滑化ガイドライン(歩道等)に関する記述のうち、誤っているものはどれか。,歩道等の縦断勾配は、5%以下とするものとする。ただし、地形の状況その他の特別な理由によりやむを得ない場合においては、8%以下とすることができる。,歩道等(車両乗入れ部及び横断歩道に接続する部分を除く。)に設ける縁石の車道等に対する高さは15cm以上を基本とする。,歩道等(縁石を除く。)の車道等に対する高さは、1cmを標準とするものとする。,横断歩道に接続する歩道等の部分の縁端は、車道等の部分より高くするものとし、その段差は2cmを標準とする。,c,歩道等(縁石を除く。)の車道等に対する高さは、「1cm」ではなく「5cm」を標準とするものとする。視覚障害者の誘導等を考慮した高さが必要である。,高齢者、障害者等の移動等の円滑化の促進に関する法律,標準
29,道路,2017,道路の移動等円滑化ガイドラインに関する記述のうち、誤っているものはどれか,立体横断施設を移動円滑化するためには階段とともにエレベーターを設けるものとする,立体横断施設に設けられる傾斜路について高さ100cm以内ごとに踏み幅1.5m以上の踊場を設ける,立体横断施設に設ける通路は横断勾配を設けないことを基本とする,立体横断施設に設ける階段は有効幅員を1.5m以上とする,a,立体横断施設を移動円滑化するためには階段とともにエレベーターを設けるものとします,道路の移動等円滑化整備ガイドライン,標準
30,道路,2017,道路の移動等円滑化ガイドライン(立体横断施設)に関する記述のうち、誤っているものはどれか。,立体横断施設を移動円滑化するためには、階段とともにエレベーターを設けるものとする。,立体横断施設に設けられる傾斜路について、高さ100cm以内ごとに踏み幅1.5m以上の踊場を設ける。,立体横断施設に設ける通路は、横断勾配を設けないことを基本とする。,立体横断施設に設ける階段(その踊場を含む)は、有効幅員を1.5m以上とする。,b,立体横断施設に設けられる傾斜路について、高さ「100cm以内ごと」ではなく「75cm以内ごと」に踏み幅1.5m以上の踊場を設ける。より安全性を考慮した基準である。,高齢者、障害者等の移動等の円滑化の促進に関する法律,標準
31,道路,2017,曲線部の拡幅に関する記述のうち、誤っているものはどれか,車道の曲線部においては当該道路の区分曲線半径に応じて1車線毎に拡幅するものとする,曲線部の拡幅について第2種第4種の普通道路および小型道路において地形の状況その他の特別な理由によりやむを得ない場合には拡幅を設けなくても良い,曲線半径に応じた拡幅量の最小値は1車線当たり0.25mである,曲線半径に応じた拡幅量の最大値は1車線当たり3.25mである,d,曲線半径に応じた拡幅量の最大値は1車線当たり1.0m程度です,道路構造令,標準
32,道路,2017,曲線部の拡幅に関する記述のうち、誤っているものはどれか。,車道の曲線部においては、当該道路の区分、曲線半径に応じて1車線(車線を有しない道路にあたっては、車道)毎に拡幅するものとする。,曲線部の拡幅について、第2種、第4種の普通道路および小型道路において地形の状況その他の特別な理由によりやむを得ない場合には拡幅を設けなくても良い。,曲線半径に応じた拡幅量の最小値は1車線当たり0.25mである。,曲線半径に応じた拡幅量の最大値は1車線当たり3.25mである。,d,曲線半径に応じた拡幅量の最大値は1車線当たり「3.25m」ではなく「1.0m」である。3.25mは車線幅員の値であり、拡幅量としては過大である。,道路構造令の解説と運用,標準
33,道路,2017,平面交差に関する記述のうち、誤っているものはどれか,平面交差における安全性と円滑性を考慮し交差点付近の直進車の設計速度は原則としてその道路の単路部における設計速度と同一とする,道路は駅前広場等特別の箇所を除き同一箇所において同一平面で5以上交会させてはならない,お互いに交差する交通流は直角またはそれに近い角度で交差するように計画しなければならない。しかしやむを得ない場合には50度以上とすることができる,第1種の道路の交差点は信号によって制御されないことを基本とする,b,道路は駅前広場等特別の箇所を除き同一箇所において同一平面で4以上交会させてはなりません,道路構造令,標準
34,道路,2017,ラウンドアバウトに関する記述のうち、誤っているものはどれか,専ら車両の通行の用に供する部分のうち環状を形成している部分を環道という,環道における車両の安全かつ円滑な通行を確保するためにラウンドアバウトの中央部に設ける島状の施設を分離島という,環道のみでは通行困難な普通自動車またはセミトレーラ連結車が通行の用に供しても良い部分をエプロンという,単路部と環道を接続する部分を流出入部という,b,ラウンドアバウトの中央部に設ける島状の施設を中央島といい分離島は環道と流出入部を分離する施設です,道路構造令解説,標準
35,道路,2017,ラウンドアバウトに関する記述のうち、誤っているものはどれか。,専ら車両の通行の用に供する部分のうち、環状を形成している部分を環道という。,環道における車両の安全かつ円滑な通行を確保するために、ラウンドアバウトの中央部に設ける島状の施設を分離島という。,環道のみでは通行困難な普通自動車またはセミトレーラ連結車が通行の用に供してもよい部分をエプロンという。,単路部と環道を接続する部分を流出入部という。,b,環道における車両の安全かつ円滑な通行を確保するために、ラウンドアバウトの中央部に設ける島状の施設を「分離島」ではなく「中央島」という。,道路構造令の解説と運用,標準
36,道路,2017,立体交差における上級道路の区分とランプ種別の組合せのうち、誤っているものはどれか,第1種道路はA規格またはB規格,第2種道路はC規格,第3種道路はB規格,第4種道路はC規格,c,第3種道路はD規格(特別な場合B規格)が適用されます,道路構造令解説,標準
37,道路,2017,立体交差における上級道路の区分とランプ種別の組合せのうち、誤っているものはどれか。,第1種道路-A規格またはB規格(特別な場合D規格),第2種道路-C規格(特別な場合A規格),第3種道路-B規格(特別な場合D規格),第4種道路-C規格(特別な場合D規格),c,第3種道路では「B規格(特別な場合D規格)」ではなく「C規格(特別な場合D規格)」が正しい組合せである。,道路構造令の解説と運用,標準
38,道路,2017,擁壁の点検に関する記述のうち、誤っているものはどれか,日常点検は道路に隣接する土工構造物等について問題があると判断される箇所を抽出するとともにその後の平常時の点検や対策の進め方を検討するための防災対策の基本となるものである,日常点検は通常巡回の際に主に車両上から目視により行うが異常が認められた場合にはその変状の程度はかなり進展しているおそれがあるので変状箇所の周辺状況等にも十分注意して観察する,定期点検は定期巡回の際にできるだけ接近して点検するものとする,異常時点検は日常点検や定期点検を補完するための点検で集中豪雨や台風の前後地震の直後等に擁壁の異常損傷等の有無を確認する,a,日常点検は道路に隣接する土工構造物等について問題があると判断される箇所を抽出するとともにその後の平常時の点検や対策の進め方を検討するための防災対策の基本となるものです,道路土工構造物点検要領,標準
39,道路,2017,歩車共存道路等に関する記述のうち、誤っているものはどれか,自動車に対するサービスを優先し歩行者に対するサービスを限定する道路である,自動車の通行が非常に少ない道路で歩行者の安全確保のために歩道等を設置するのは経済的合理的でない道路に対応できる,たまり空間を確保することにより立ち話等のような住宅地や商店街に存する道路が持つべき機能を持たせることができる,コミュニティ道路は歩行者の通行空間が設けられ自動車自転車の通行空間とは物理的に分離される,a,歩車共存道路は歩行者を優先し自動車の通行を制限する道路です,道路構造令解説,標準
40,道路,2017,自転車道に関する記述のうち、誤っているものはどれか,自転車道とは専ら自転車の通行の用に供するために縁石線又はさくその他これに類する工作物により区画して設けられる道路の部分をいう,自転車道は一方通行を基本とする,一方通行の場合の幅員は2.0m以上とする,双方向通行の場合の幅員は1.5m以上とする,d,双方向通行の場合の幅員は3.0m以上とします,道路構造令,標準
41,道路,2017,自転車道に関する記述のうち、誤っているものはどれか。,自転車道とは、専ら自転車の通行の用に供するために、縁石線又はさくその他これに類する工作物により区画して設けられる道路の部分をいう。,自転車道は一方通行を基本とする。,一方通行の場合の幅員は2.0m以上とする(やむを得ない場合1.5m以上)。,双方向通行の場合の幅員は1.5m以上とする。,d,双方向通行の場合の幅員は「1.5m以上」ではなく「3.0m以上」とする(やむを得ない場合2.0m以上)。双方向では2台の自転車がすれ違う幅員が必要。,道路構造令の解説と運用,標準
42,道路,2017,道路の日常管理における路面の維持管理に関する記述として、誤っているものはどれか。,路面のわだち掘れが40mmを超える場合は、緊急対応として部分的な補修を行う。,路面のひび割れ率が20%を超える場合は、予防的修繕として表面処理を検討する。,路面の平坦性が国際ラフネス指数で5.0mm/mを超える場合は、舗装の修繕を検討する。,舗装の構造的健全度調査は、5年に1回の頻度で実施することが標準とされている。,c,路面の平坦性が国際ラフネス指数で「5.0mm/m」ではなく「5.0m/km」を超える場合は、舗装の修繕を検討する。単位の表記が誤り。,舗装点検要領,標準
43,土質及び基礎,2017,標準貫入試験方法の規格における貫入不能の定義として正しいものはどれか,本打ちにおいて50回の打撃に対して累計貫入量が10mm未満の場合,予備打ち及び本打ちにおいて50回の打撃に対して累計貫入量が10mm未満の場合,本打ちにおいて50回の打撃に対して累計貫入量が30mm未満の場合,予備打ち及び本打ちにおいて50回の打撃に対して累計貫入量が30mm未満の場合,c,JIS A 1219における貫入不能の定義は本打ちで50回打撃により30mm未満の貫入量の場合です,JIS A 1219,標準
44,土質及び基礎,2017,標準貫入試験方法の規格(JIS A 1219: 2013)に定義されている貫入不能に関する記述として、正しいものはどれか。,本打ちにおいて、50回の打撃に対して累計貫入量が10mm未満の場合。,予備打ち及び本打ちにおいて、50回の打撃に対して累計貫入量が10mm未満の場合。,本打ちにおいて、50回の打撃に対して累計貫入量が30mm未満の場合。,予備打ち及び本打ちにおいて、50回の打撃に対して累計貫入量が30mm未満の場合。,c,標準貫入試験において貫入不能とは、本打ちにおいて50回の打撃に対して累計貫入量が30mm未満の場合と定義されている。,JIS A 1219: 2013,標準
45,土質及び基礎,2017,各種サウンディングの種類と結果の利用に関する組合せのうち適切でないものはどれか,原位置ベーンせん断試験は軟弱な粘性土及び砂質土地盤の強度評価に用いられる,スウェーデン式サウンディング試験は戸建住宅の支持力特性の評価に用いられる,ポータブルコーン貫入試験は建設機械のトラフィカビリティの評価に用いられる,簡易動的コーン貫入試験は急傾斜地の表土層や崩積土層の層厚調査に用いられる,a,原位置ベーンせん断試験は主に軟弱な粘性土地盤を対象とし砂質土地盤には適用されません,地盤調査の方法と解説,標準
46,土質及び基礎,2017,各種サウンディングの種類と結果の利用に関する以下の組合せのうち、適切でないものはどれか。,原位置ベーンせん断試験・・・軟弱な粘性土及び砂質土地盤の強度評価,スウェーデン式サウンディング試験・・・戸建住宅の支持力特性,ポータブルコーン貫入試験・・・建設機械のトラフィカビリティ,簡易動的コーン貫入試験(土研式簡易貫入試験)・・・急傾斜地の表土層や崩積土層の層厚調査,a,原位置ベーンせん断試験は軟弱な粘性土の強度評価に用いられるが、砂質土地盤には適用できない。砂質土では供試体が崩れやすく、適切な測定ができない。,地盤調査の方法と解説,標準
47,土質及び基礎,2017,道路橋示方書の地下水調査の一覧表に関する組み合わせとして正しいものはどれか,間隙水圧の測定・濁度・電気・流動,動水勾配の測定・濁度・RI・透水,間隙水圧の測定・比抵抗・電気・透水,動水勾配の測定・比抵抗・RI・流動,c,地下水調査では間隙水圧の測定比抵抗電気透水の組み合わせが正しいです,道路橋示方書IV下部構造編,標準
48,土質及び基礎,2017,地下水調査における調査項目と調査方法の組み合わせとして、正しいものはどれか。,間隙水圧の測定-間隙水圧測定、湧水圧測定,濁度測定-比抵抗測定、各種化学分析,電気探査-ボーリング、RI探査、電気検層,透水性測定-揚水試験、透水試験,d,透水性の測定には揚水試験や透水試験が用いられる。これらの試験により地盤の透水係数や透水性を評価することができる。,地盤調査の方法と解説,標準
49,土質及び基礎,2017,軟弱地盤の分布位置と地盤の成層状況として正しい組み合わせはどれか,分布位置3と成層状況1,分布位置6と成層状況1,分布位置6と成層状況3,分布位置2と成層状況3,c,軟弱地盤の分布と成層の関係から分布位置6と成層状況3の組み合わせが適切です,軟弱地盤対策工指針,標準
50,土質及び基礎,2017,軟弱地盤の分布位置と地盤の成層について、沖積平野における一般的な分布として正しいものはどれか。,埋積谷:粘性土層が厚く分布,海岸砂州:透水性の良い砂層が分布,後背湿地:有機質土や粘性土が分布,三角州低地:砂礫層が卓越して分布,c,後背湿地は河川の氾濫により形成される低平地で、細粒分が堆積しやすく、有機質土や粘性土が分布する。軟弱地盤の代表的な分布位置である。,土質力学,標準
51,土質及び基礎,2017,土を構成する要素から土の状態を表す諸量として正しいものはどれか,含水比w=mw/m×100%土粒子の密度ρs=m/Vs間隙比e=Vv/V,含水比w=mw/m×100%土粒子の密度ρs=ms/Vs間隙比e=Vv/Vs,含水比w=mw/ms×100%土粒子の密度ρs=m/Vs間隙比e=Vv/V,含水比w=mw/ms×100%土粒子の密度ρs=ms/Vs間隙比e=Vv/Vs,d,含水比w=mw/ms×100%土粒子の密度ρs=ms/Vs間隙比e=Vv/Vsが正しい定義です,土質工学ハンドブック,標準
