id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
13,道路,2018,道路用語の説明のうち、誤っているものを選びなさい。,視距とは、運転者が車線の中心線上1.2mの高さから当該道路の路肩端上にある高さ0.1mの物の頂点を見とおすことができる距離である。,普通道路とは、小型自動車、普通自動車、セミトレーラ連結車の通行を目的とする道路および道路の部分をいう。,車道部とは、車道、中央帯、軌道敷、交通島、路肩（街渠を含む）の全部または一部からなる道路の部分をいう。,側道とは、高速自動車国道または自動車専用道路に並行して、沿道の利便のために設けられる道路をいう。,a,視距の測定は運転者の目の高さ1.2mから路面上0.1mの物体を見通す距離である。路肩端上ではない。,道路構造令,標準
14,道路,2018,カルバートの要求性能に関する記述として、誤っているものを選びなさい。,性能1は、想定する作用によってカルバートとしての健全性を損なわない性能である。,性能1は、安全性、供用性、修復性全てを満たすものである。ただし、降雨や地震動の作用による軽微な変形について全く許容しないことではなく、通常の維持管理程度の補修で機能を確保できることも含んでいる。,性能2は、想定する作用による損傷が限定的なものにとどまり、カルバートとしての機能の回復を速やかに行い得る性能である。,性能2は、安全性及び供用性を満たすものであり、カルバートとしての機能が応急復旧程度の作業で速やかに回復できることを意図している。,a,性能1は健全性を損なわない性能ではなく、軽微な損傷は許容するが機能を保持する性能である。,道路土工カルバート工指針,標準
15,道路,2018,付加追越車線に関する記述として、誤っているものを選びなさい。,同方向の車線の数が1である第1種の道路の当該車線の属する車道には、必要に応じ、付加追越車線を設けるものとする。,第1種の片側1車線の道路に設置する付加追越車線は、設置間隔6～10km、設置延長1.0～1.5kmを標準とする。,第3種、第4種の道路は必要に応じて設置してよいが、第2種の道路は片側車線数が2以上であることから設置する必要はない。,付加追越車線と同じ目的で設置するゆずり車線は、地形の状況などやむを得ない場合に設置する。,c,第2種の道路でも片側1車線の場合は付加追越車線の設置を検討する場合がある。,道路構造令,標準
16,道路,2018,道路の平面線形に関する記述として、誤っているものを選びなさい。,長い直線はできるだけ避ける。,道路交角が大きい場合には曲線長が短い円曲線を入れる。,連続した円曲線相互の曲線半径の比を適切なものとする。,緩和曲線（クロソイド）は、前後の円曲線の半径とバランスしたものとする。,b,道路交角が大きい場合には曲線長を長くとる必要がある。短い曲線は適切でない。,道路構造令,標準
17,道路,2018,道路の縦断線形に関する記述として、誤っているものを選びなさい。,同方向に屈曲する縦断曲線の間に短い直線を入れることは避けることが望ましい。,地形が平坦であっても縦断方向の路面排水のために1.0～2.0％程度の縦断勾配を付しておくのが望ましい。,短区間で凹凸を繰り返す縦断線形は避けることが望ましい。,サグ部に必要以上に大きな縦断曲線を入れることは避けることが望ましい。,d,サグ部には見通し確保のため適切な長さの縦断曲線を設ける必要がある。必要以上に大きくする必要はないが、適切な長さは確保すべきである。,道路構造令,標準
18,道路,2018,道路の区分に関する記述として、誤っているものを選びなさい。,道路の区分は、道路の種類、計画交通量、道路の存する地域および地形の状況から定まるものであり、自転車の交通機能を中心に考えて定めたものである。,道路の区分は、高速自動車国道および自動車専用道路とそれ以外の道路の別、道路の存する地域、地形の状況および計画交通量に応じて、第1種第1級から第4級、第2種第1級および第2級、第3種第1級から第5級、第4種第1級から第4級までの種別、級別に区分している。,普通道路とは、道路構造令第4条に規定する小型自動車、普通自動車、セミトレーラ連結車の通行の用に供することを目的とする道路であり、通行機能、アクセス機能など一般的な機能を有する道路である。,小型道路とは、設計車両を道路構造令第4条に規定する小型自動車等のみの通行の用に供することを目的とする道路であり、主に通行機能を考慮した道路である。,a,道路の区分は自動車の交通機能を中心に考えて定められており、自転車ではない。,道路構造令,標準
19,道路,2018,道路用語の説明のうち、誤っているものを選びなさい。,中央帯は車線の往復方向別の分離、車両の通行に必要な側方余裕の確保、右折車線の設置など自動車の交通機能（通行機能）に必要な空間であるとともに、市街地形成、防災、環境および収容の各空間機能を提供する空間でもある。,停車帯は車両の通行に必要な側方余裕の確保、故障車の待避による事故と交通の混乱防止などを目的とする道路の部分であり、自動車の交通機能（通行機能、滞留機能）に必要な空間である。,植樹帯は異種交通の分離による交通の安全性・快適性の向上など自動車・歩行者などの交通機能（通行機能）に必要な空間であるとともに、市街地形成、防災および環境の各空間機能を提供する空間でもある。,副道は沿道施設への乗入れなど自動車の交通機能（アクセス機能）に必要な空間であるとともに、市街地形成などの空間機能を提供する空間でもある。,a,中央帯の説明は正しいが、全ての記述が適切である。,道路構造令,標準
20,道路,2018,立体交差に関する記述として、誤っているものを選びなさい。,ランプの種別は、インターチェンジにより連結される道路のうち、下級の道路の区分に応じ適用するものとする。,加速車線長は、合流端からテーパ先端までを指すものとする。,減速車線とはテーパ先端から分流端までを指すものとする。,減速車線における勾配区間の補正は、下り勾配にのみ適用する。,b,加速車線長はテーパ先端から合流端までを指す。,道路構造令,標準
21,道路,2018,以下の記述のうち、誤っているものを選びなさい。,車線（登坂車線、屈折車線及び変速車線を除く。）の数が4以上である第3種又は第4種の道路には、必要に応じ、副道を設けるものとする。,停車帯の幅員は、4.0mとするものとする。ただし、自動車の交通量のうち大型の自動車の交通量の占める割合が低いと認められる場合においては、1.5mまで縮小することができる。,合成勾配は、当該道路の設計速度に応じて設定されるものであるが、設計速度が50km/hの場合、合成勾配は11.5％以下とするものとする。,第3種第5級の道路には待避所を設けるものとし、待避所相互間の距離を300m以内とする。ただし、交通に及ぼす支障が少ない道路についてはこの限りではない。,b,停車帯の幅員は2.5mまたは1.75mが標準であり、4.0mではない。,道路構造令,標準
22,道路,2018,横断歩道計画の原則的事項に関する記述として、誤っているものを選びなさい。,横断歩道はできるだけ車道に直角に設置する。,横断歩道はできるだけ交差点の中心部に寄せる。,横断歩道の長さは15m以下とすることが望ましい。,横断歩道の幅員は、原則として幹線道路相互の交差では3m、細街路相互の交差では2mを最小とする。,c,横断歩道の長さは車道幅員により決まり、15m以下という制限はない。,交通工学,標準
23,道路,2018,平面交差点の停止線位置に関する記述として、誤っているものを選びなさい。,停止線は、原則として車道中心線に直角に設置する。,横断歩道がある場合は、その手前5m程度の位置に設置する。,交差道路側の走行車両を十分な見通し距離をもって視認できる位置に設置する。,交差点での二輪車の巻き込み事故防止には、二段停止線を設置する場合がある。,b,横断歩道がある場合は、その手前1m程度の位置に設置する。5mは距離が大きすぎる。,交通工学,標準
24,道路,2018,平面交差に関する記述として、誤っているものを選びなさい。,平面交差における安全性と円滑性を考慮し、交差点付近の直進車の設計速度は、原則としてその道路の設計速度と同一とする。,道路は、駅前広場等特別の箇所を除き、同一箇所において同一平面で4以上交会させてはならない。,お互いに交差する交通流は直角またはそれに近い角度で交差するように計画しなければならない。しかし、やむを得ない場合には60度以上とすることができる。,第1種の道路の交差点は、信号によって制御されないことを基本とする。,b,道路は同一箇所において同一平面で4本以上交会させてはならない。3本までが原則である。,道路構造令,標準
25,道路,2018,道路の移動等円滑化ガイドラインに関する記述として、誤っているものを選びなさい。,歩道等の縦断勾配は、5％以下とするものとする。ただし、地形の状況その他の特別な理由によりやむを得ない場合においては、8％以下とすることができる。,歩道等（車両乗入れ部及び横断歩道に接続する部分を除く。）に設ける縁石の車道等に対する高さは15cm以上とする。,歩道等（縁石を除く。）の車道等に対する高さは、5cmを標準とする。,横断歩道に接続する歩道等の部分の縁端は、車道等の部分より高くするものとし、その段差は1cmを標準とする。,b,縁石の車道等に対する高さは15cm以上ではなく、15cm程度を標準とする。,道路の移動等円滑化ガイドライン,標準
26,道路,2018,ラウンドアバウトに関する記述として、誤っているものを選びなさい。,専ら車両の通行の用に供する部分のうち、環状を形成している部分を環道という。,環道における車両の安全かつ円滑な通行を確保するために、ラウンドアバウトの中央部に設ける島状の施設を交通島という。,環道のみでは通行困難な普通自動車またはセミトレーラ連結車が通行の用に供してもよい部分をエプロンという。,環道への流入または環道から流出する車両の分離、横断歩行者の安全性の確保等を行うために、環道の流出入部に設ける島状の施設を分離島という。,b,ラウンドアバウトの中央部に設ける島状の施設は中央島であり、交通島ではない。,道路構造令,標準
27,道路,2018,道路の施設に関する記述として、誤っているものを選びなさい。,主として夜間における交通の安全と円滑化を図るため、必要がある場合において照明施設を設けるものとする。,道路の屈曲部、見通しの悪い交差点等には、他の車両等を確認するため、必要がある場合においてはラバーポールを設けるものとする。,舗装された路面には、必要な場所にマーキングを設けなければならない。,道路線形等を明示し、運転者の視線誘導を行う必要のある区間には、視線誘導標を設けるものとする。,b,屈曲部や見通しの悪い交差点等には道路反射鏡（カーブミラー）を設けるのが一般的であり、ラバーポールではない。,道路構造令,標準
28,道路,2018,のり面・斜面の災害発生時における応急対策工に関する記述として、誤っているものを選びなさい。,一次災害の発生の恐れ、作業の安全性を確認し、一次災害の防止を第一に考慮する。,迂回道路の有無を考慮する。,応急対策工が本復旧工として利用できるか、本復旧工の施工時に大きな手戻りを生じないかを考慮する。,材料手配等の状況も考慮して応急対策工の選定を行う。,a,一次災害ではなく二次災害の防止を第一に考慮する。,道路土工切土工・斜面安定工指針,標準
29,道路,2018,盛土部の災害時応急対策に関する記述として、誤っているものを選びなさい。,崩壊面をシートで覆う。なお、この場合シートのラップ部から雨水を浸入させないように注意する必要がある。,崩土流出が懸念される場合、のり尻付近に土のうを設置し、盛土に隣接する施設等へ支障が出ないようにする。その場合、水が溜まることのないように、仮排水口を設ける。,路面からの雨水浸透を防ぐために、将来的にも活用できる本設水路を設ける。,小段排水溝の変状・損傷により水が滞留したり、滞留した水が盛土のり面を流れ盛土のり面の崩壊を促進することがあるので、早急に対策を実施する必要がある。,c,応急対策では本設水路ではなく、仮設の排水施設を設ける。,道路土工盛土工指針,標準
30,道路,2018,道路排水の分類に関する記述として、誤っているものを選びなさい。,のり面排水とは、切土、盛土あるいは自然斜面を流下する水のみとし、のり面の浸食や安定性を損なう可能性のある排水はのり面排水の対象として扱わない。,構造物の排水とは、構造物の裏込め部のたん水や構造物内の漏水および降雨、降雪により生じた橋面の表面水などを除去することをいう。,地下排水とは、地下水位を低下させること、および道路に隣接する地帯ならびに路面から浸透してくる水や、路床から上昇してきた水を遮断したり、すみやかに除去することをいう。,表面排水とは、降雨または降雪によって生じた路面および道路隣接地からの表面水を排除することをいう。ただし、のり面を流下する水は表面水ではあるが、のり面排水の対象として扱う。,a,のり面の浸食や安定性を損なう可能性のある排水ものり面排水の対象として扱う。,道路土工排水工指針,標準
31,土質及び基礎,2018,孔内水平載荷試験に関する記述として、誤っているものを選びなさい。,孔内水平載荷試験は、ボーリング孔壁に対し、垂直方向に加圧し、地盤の変形特性及び強度特性を求めることを目的とする。,孔内水平載荷試験は、等圧分布載荷法によるものでなければならない。,試験に先立ち、試験装置は入念な点検とキャリブレーションを行わなければならない。,測定間隔は、孔壁に加わる圧力を19.6KN/㎡ピッチ程度または、予想される最大圧力の1/10～1/20の荷重変化ごとに測定する。,a,孔内水平載荷試験は水平方向に加圧するものであり、垂直方向ではない。,地質・土質調査業務等共通仕様書,標準
32,土質及び基礎,2018,平板載荷試験方法に関する記述として、正しいものを選びなさい。,基準梁支持台は、載荷に伴う載荷板周辺の地盤変位の影響を受けない位置に設置しなければならないため、載荷板の中心から載荷板直径の2倍程度離れたところに設置されることが一般的である。,載荷終了の判断基準としては、載荷板直径の10％程度の沈下量が得られていること、あるいは載荷圧力～沈下量曲線が急激な変曲点を示していることなどを目安としてよい。,直径300mmの載荷板を用いた平板載荷試験の結果は、そのまま実物大規模の構造物基礎の支持力や沈下に関する設計に適用してもよい。,平板載荷試験の結果から許容支持力を求める場合に利用される『建築基礎構造設計指針』の算定式は、試験結果をそのまま適用する方法で、住宅の支持力確認などに広く利用されている。,a,基準梁支持台は載荷板周辺の地盤変位の影響を避けるため、載荷板中心から載荷板直径の2倍程度離れた位置に設置する。,JGS1521-2012,標準
33,土質及び基礎,2018,道路土工において問題となりやすい地形に関する記述として、不適切なものを選びなさい。,扇状地の末端部では地下水位が一般に高く、盛土の安定・沈下が問題となる。,後背湿地は軟弱地盤となることが多く盛土の安定・沈下が問題となる。,地すべり地における盛土は地すべり滑動力が増すため、切土に比べて問題となりやすい。,断層地形の周辺の岩石は破砕されている場合があり、トンネル建設では湧水や土圧等の問題が多く、切土のり面では崩壊の恐れがある。,a,扇状地の末端部では地下水位が高いが、主な問題は切土による湧水であり、盛土の安定・沈下が主問題ではない。後背湿地で盛土の安定・沈下が主な問題となる。,道路土工要綱,標準
34,土質及び基礎,2018,杭基礎における支持層確認後の標準的な掘進長として、地表から5m未満の土砂層で最も適切なものを選びなさい。,5m,7m,10m,15m,c,土砂層では支持層確認後10m程度の掘進が標準とされる。,杭基礎設計便覧,標準
35,土質及び基礎,2018,深さz=10m地点の有効土被り圧として最も適切な値を選びなさい（第1層：湿潤単位体積重量16kN/m³、厚さ1m、第2層：湿潤単位体積重量18kN/m³、厚さ9m、地下水位1m）。,84kN/m²,106kN/m²,174kN/m²,264kN/m²,b,有効土被り圧＝16×1＋（18-10）×9＝16＋72＝88kN/m²に近い値。,土質力学,標準
36,土質及び基礎,2018,グラウンドアンカー工に関する記述として、誤っているものを選びなさい。,アンカー体はできる限り風化が進んでいない地盤に設置するのが望ましい。,アンカー1本あたりの設計アンカー力は、あまり大きくせず危険負担を軽減することが望ましい。,アンカー周面摩擦抵抗では、地盤の種類に応じて提案されている一般値を採用することとし、施工時に確認試験を行って確認することを原則とする。,アンカー自由長は原則として4m以上とし、アンカー定着長は原則として3m以上、10m以下とする。,d,アンカー定着長は3m以上であるが、上限は地盤条件により異なり、10m以下という制限はない。,道路土工切土工・斜面安定工指針,標準
37,土質及び基礎,2018,震度法による安定解析手法で示されている設計水平震度の標準値の組合せのうち、正しいものを選びなさい（I種地盤、II種地盤、III種地盤に対するレベル1、レベル2地震動）。,レベル1：0.06、0.08、0.12、レベル2：0.12、0.16、0.24,レベル1：0.06、0.10、0.14、レベル2：0.12、0.20、0.28,レベル1：0.08、0.12、0.15、レベル2：0.16、0.24、0.30,レベル1：0.08、0.10、0.12、レベル2：0.16、0.20、0.24,a,I種、II種、III種地盤に対するレベル1地震動の標準震度は0.06、0.08、0.12である。,道路土工盛土工指針,標準
38,土質及び基礎,2018,応急対策工の検討にあたって留意すべき主な事項の記述として、誤っているものを選びなさい。,二次災害の発生のおそれや作業の安全性を確認するなど、二次災害防止を第一に考慮する。,盛土とその周辺の現地状況、交通の状況、天候等を十分考慮する。,交通を確保しながら応急対策工を施工できることを前提条件とする。,迂回道路があるか否か確認するとともに、必要に応じて、交通、崩壊の状況に応じた通行規制を検討する。,c,応急対策工では交通確保よりも安全確保を優先し、必要に応じて通行止めも検討する。,道路土工盛土工指針,標準
39,土質及び基礎,2018,盛土の設計に関する記述として、正しいものを選びなさい。,常時の作用として、少なくとも死荷重の作用を考慮する。,盛土のり面は、のり面の侵食や崩壊を防止する構造となるよう設計する。,盛土は、雨水や湧水等が浸透しない構造となるよう設計する。,路床は、単独で長期にわたって活荷重を支持する構造となるよう設計する。,b,盛土のり面は侵食や崩壊を防止する構造となるよう設計する。,道路土工構造物技術基準,標準
40,土質及び基礎,2018,土量の配分計画に関する記述の空欄に当てはまるものとして、正しいものを選びなさい（土工の工期と（ア）にもっとも影響を与えるのが土量の配分計画である。したがって、取り扱う土の性質や（イ）及び工事用道路や土工構造物の工程等の（ウ）を適切に把握した上で、（エ）が最小となるような土量配分を計画する）。,ア：施工環境、イ：土量変化率、ウ：設計条件、エ：発生土量,ア：工事費、イ：土軟硬区分、ウ：設計条件、エ：廃棄土量,ア：工事費、イ：土量変化率、ウ：施工条件、エ：発生土量,ア：施工環境、イ：土軟硬区分、ウ：施工条件、エ：廃棄土量,c,土工の工期と工事費に影響を与え、土量変化率や施工条件を把握し、発生土量を最小化する。,道路土工要綱,標準
41,土質及び基礎,2018,深層混合処理工法に関する記述として、誤っているものを選びなさい。,固化材としてセメント及びセメント系固化材を用いる場合は、pHとともに六価クロムの溶出に留意する必要がある。,深層混合処理工法は、軟弱な粘土地盤の圧密沈下促進や緩い砂地盤の液状化防止に用いられる。,泥炭質地盤等のように有機物を多く含む土を改良する場合は、所定の強度を得るには一般に多量の固化材を必要とする。,品質管理として、採取コアの強度試験やサウンディングによる改良体の強度の確認を行う。,b,深層混合処理工法は圧密沈下の抑制を目的とし、促進ではない。,道路土工軟弱地盤対策工指針,標準
42,土質及び基礎,2018,粘性土の強度増加率に関する記述として、正しいものを選びなさい。,強度増加率は、非圧密非排水条件の三軸圧縮試験結果から求めることができる。,強度増加率は、土の塑性指数Ipに応じて、Cu/Po=0.11+0.0037Ipの関係式から推定することができる。,ピートの強度増加率は、3.5～5.0が目安である。,強度増加率は、一面せん断試験結果から求めることはできない。,a,強度増加率は非圧密非排水三軸圧縮試験から求められる。,道路土工軟弱地盤対策工指針,標準
43,土質及び基礎,2018,圧密沈下量の算定式として、空欄に当てはまるものを選びなさい（S=（A）/(1+e₀)×log((Po+Δp)/(B))×H）。,A：体積圧縮係数、B：圧密係数,A：圧縮指数、B：初期の鉛直有効応力,A：透水係数、B：体積圧縮係数,A：圧密係数、B：圧縮指数,b,圧密沈下量算定式のAは圧縮指数Cc、Bは初期鉛直有効応力Po。,土質力学,標準
44,土質及び基礎,2018,盛土の定量的な指標による安定管理方法として、誤っているものを選びなさい。,盛土中央沈下量Sとのり尻水平変位量δを用いる方法,のり尻水平変位量δの速度に注目する方法,双曲線法による方法,盛土荷重qとのり尻水平変位量δの増分比Δq/Δδと盛土高hの関係を用いる方法,a,盛土中央沈下量とのり尻水平変位量を用いる方法は一般的な安定管理方法ではない。,道路土工軟弱地盤対策工指針,標準
45,土質及び基礎,2018,掘削底面の安定時のヒービングに対する検討に用いる安定数Nbに関する記述として、誤っているものを選びなさい。,安定数Nbの算定式は、Nb=γH/cである。,検討に用いる粘着力cは、掘削底面と土留め壁の根入れ先端部の平均値とする。,安定数Nbが3.14未満では、ヒービングに対する検討は省略してよい。,安定数Nbが5.14以上の場合は、底部破壊が生じるとされている。,c,安定数Nbが3.14以上でヒービングの検討が必要となる。,道路土工仮設構造物工指針,標準
46,土質及び基礎,2018,自立式土留めの設計に関する記述として、正しいものを選びなさい。,自立式土留めは、切ばり式土留めと比べ、土質条件や背面側荷重の影響を受けない構造物である。,自立式土留めの場合、実測切ばり軸力から逆算して求められた慣用法の断面決定用土圧を用いるのは適当である。,自立式土留めは弾性床上の半無限長の杭として設計することを原則とする。,自立式土留めの根入れ長は、最大根入れ長と掘削底面の安定から決定される根入れ長を比較し、最小の根入れ長とする。,c,自立式土留めは弾性床上の半無限長の杭として設計する。,道路土工仮設構造物工指針,標準
47,土質及び基礎,2018,開削トンネルの安全性に関する記述として、誤っているものを選びなさい。,開削トンネルの安全性の照査にあたっては、所要の安全性を設計耐用期間にわたり保持することを照査しなければならない。,耐荷力に対する照査は、一般に、断面破壊、疲労破壊の限界状態に至らないことを確認することを原則とする。,安定に関する照査は、変位、変形等の限界状態に至らないことを確認することを原則とする。,構造物の機能上の安全性とは、構造物本体の性能であり、物理的特性にもとづく安全性としている構造物の機能から定まる性能とは異なるものである。,d,構造物の機能上の安全性は物理的特性にもとづく安全性と構造物の機能から定まる性能を含む包括的な概念である。,トンネル標準示方書,標準
48,土質及び基礎,2018,グラウンドアンカー設計・施工基準に示されている維持管理に関する記述として、誤っているものを選びなさい。,アンカーは、外力の作用により変位しようとする地盤をテンドンの緊張力を保持することで抑え込み、安定化をはかる抑止工法である。,アンカーの点検は、地盤の安定や構造物の機能低下につながる損傷などを把握し、評価・判定・記録することにより行われる。,リフトオフ試験結果によるアンカーの健全性の判定は、計測された残存引張り力が定着時緊張力に対してどの程度低下しているかを評価して行う。,アンカーの残存引張り力は、施工時にアンカーに設置した荷重計（ロードセル）により連続して行うことができる。,d,アンカーの残存引張り力測定は荷重計による連続測定ではなく、定期的なリフトオフ試験により行う。,グラウンドアンカー設計・施工基準,標準
49,土質及び基礎,2018,剛性ボックスカルバートの設計における照査項目について、従来型剛性ボックスカルバートで基礎地盤に問題がない場合に省略可能な照査として適切なものを選びなさい。,変形照査,安定照査,応力照査,変位照査,a,基礎地盤に問題がない場合には変形照査は省略可能である。,道路土工カルバート工指針,標準
50,土質及び基礎,2018,擁壁工指針の計画・調査における構造形式の選定に関する記述として、誤っているものを選びなさい。,重力式擁壁は、自重によって土圧に抵抗し、躯体断面にはせん断応力が生じないような断面とする。,補強土壁は、補強材と土の摩擦やアンカープレートの支圧によって土を補強して壁体を形成するものである。,大型ブロック積擁壁は、ブロック間の結合を強固にした場合は、もたれ式擁壁に準じた適用が可能である。,片持ちばり式擁壁は、たて壁、かかと版・つま先版は、各作用荷重に対して片持ちばりとして抵抗する。,a,重力式擁壁でも躯体断面にせん断応力は生じる。無筋コンクリートでも応力は発生する。,道路土工擁壁工指針,標準
